property_type,price,area,n_bedrooms,n_bathrooms,n_floors,legal,interior,front_road_width,latitude,longitude,address,district,city_province
Căn hộ chung cư,2.15,45.0,1,1,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,15.982045766137128,108.2622668056606,"Dự án FPT Plaza 4, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Ngũ Hành Sơn,Đà Nẵng
Căn hộ chung cư,1.8,55.0,1,,3,,,,10.8701406306703,106.755868408361,"Dự án PiCity Sky Park, Đường Quốc lộ 1A, Phường An Bình, Dĩ An, Bình Dương",Dĩ An,Bình Dương
Căn hộ chung cư,21.5,146.0,3,2,3,Sổ đỏ/ Sổ hồng,Không nội thất,,21.0657424151193,105.825615588607,"D’. Le Roi Soleil , 59, Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",Tây Hồ,Hà Nội
Căn hộ chung cư,8.5,75.0,2,2,3,Sổ đỏ/ Sổ hồng,,,20.9954293532204,105.867412580621,"Times City, Minh Khai, Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Hai Bà Trưng,Hà Nội
Căn hộ chung cư,,180.0,4,4,3,Hợp đồng mua bán,Đầy đủ,,21.0728640163966,105.812451780591,"Dự án Heritage West Lake, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội",Tây Hồ,Hà Nội
Căn hộ chung cư,25.0,140.0,3,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,10.782775036808,106.719199276112,"Dự án The River Thủ Thiêm, Đường Trần Bạch Đằng, Phường An Khánh, Quận 2, Hồ Chí Minh",Quận 2,Hồ Chí Minh
Căn hộ chung cư,12.5,78.0,2,2,3,Sổ đỏ/ Sổ hồng,Full nội thất,,10.784686018246244,106.70400226222556,"Dự án Vinhomes Golden River Ba Son, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",Quận 1,Hồ Chí Minh
Nhà riêng,5.5,63.3,2,2,2,Sổ đỏ/ Sổ hồng,,,10.8473638021055,106.747062370274,"Phường Linh Đông, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hồ Chí Minh
Nhà riêng,4.7,40.3,2,2,2,Sổ đỏ/ Sổ hồng,Đầy đủ,,10.7564985253769,106.700956948327,"Đường Khánh Hội, Phường 3, Quận 4, Hồ Chí Minh",Quận 4,Hồ Chí Minh
Nhà riêng,14.5,50.0,6,5,5,Sổ đỏ/ Sổ hồng,Đầy đủ,3.5,20.9942927736906,105.817625534578,"Phố Khương Hạ, Phường Khương Đình, Thanh Xuân, Hà Nội",Thanh Xuân,Hà Nội
Nhà riêng,2.19,13.0,1,1,2,Sổ đỏ/ Sổ hồng,Đầy đủ,3.5,10.7936676116739,106.662687787095,"Đường Phạm Văn Hai, Phường 3, Tân Bình, Hồ Chí Minh",Tân Bình,Hồ Chí Minh
Nhà riêng,8.9,110.2,4,5,3,Sổ hồng,Đầy đủ,8.0,10.7047146909984,106.734885859117,"Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Quận 7,Hồ Chí Minh
Nhà riêng,8.6,110.0,12,12,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,10.8501466544704,106.695292107996,"Phường An Phú Đông, Quận 12, Hồ Chí Minh",Quận 12,Hồ Chí Minh
Nhà riêng,3.29,53.3,,,4,Sổ hồng riêng,,4.8,10.8775175833501,106.769883496289,"Đường Số 6, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hồ Chí Minh
Nhà riêng,14.0,74.0,6,7,5,Sổ đỏ/ Sổ hồng,,4.2,10.7995296741314,106.650926951509,"Đường C18, Phường 12, Tân Bình, Hồ Chí Minh",Tân Bình,Hồ Chí Minh
Nhà riêng,9.4,84.2,4,5,3,Sổ hồng,Đầy đủ,5.0,10.6787037988557,106.753471374815,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Nhà Bè,Hồ Chí Minh
Nhà riêng,12.5,50.0,4,4,4,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,10.7670346856032,106.700110645404,"Đường Calmette, Phường Nguyễn Thái Bình, Quận 1, Hồ Chí Minh",Quận 1,Hồ Chí Minh
Nhà riêng,19.99,179.0,1,1,1,Sổ đỏ/ Sổ hồng,Không nội thất,8.0,10.8435860699501,106.649386754667,"Đường Nguyễn Văn Khối, Phường 9, Gò Vấp, Hồ Chí Minh",Gò Vấp,Hồ Chí Minh
Nhà riêng,11.0,48.5,4,4,4,Sổ đỏ,,3.7,10.7748464714843,106.690360956666,"Đường Nguyễn Thị Minh Khai, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",Quận 3,Hồ Chí Minh
Nhà riêng,6.5,30.8,5,,5,Sổ đỏ/ Sổ hồng,Đầy đủ,,10.7641845457465,106.670242882247,"Đường Vĩnh Viễn, Phường 4, Quận 10, Hồ Chí Minh",Quận 10,Hồ Chí Minh
Nhà riêng,13.5,42.0,5,6,4,Sổ đỏ/ Sổ hồng,Đầy đủ,,10.7651533513585,106.694954396411,"Đường Đề Thám, Phường Cầu Ông Lãnh, Quận 1, Hồ Chí Minh",Quận 1,Hồ Chí Minh
Nhà riêng,13.8,72.0,10,10,6,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,10.8234409533823,106.704144443586,"Đường Phạm Văn Đồng, Phường 13, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,Hồ Chí Minh
Nhà riêng,6.7,59.0,2,3,2,Sổ đỏ/ Sổ hồng,,,10.8267709289443,106.686111774905,"Đường Nguyễn Du, Phường 7, Gò Vấp, Hồ Chí Minh",Gò Vấp,Hồ Chí Minh
Nhà riêng,6.7,168.0,2,1,1,Sổ đỏ/ Sổ hồng,Cơ bản,4.5,10.8869115842398,106.723821465882,"Đường Ngô Chí Quốc, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hồ Chí Minh
Nhà riêng,6.5,30.0,3,4,5,Sổ đỏ/ Sổ hồng,Cơ bản,3.6,21.0388077040215,105.934802315,"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",Long Biên,Hà Nội
Nhà riêng,11.9,54.1,4,,4,Sổ đỏ/ Sổ hồng,,,10.8423577412961,106.657355197544,"Đường Lê Văn Thọ, Phường 11, Gò Vấp, Hồ Chí Minh",Gò Vấp,Hồ Chí Minh
Nhà riêng,9.3,73.0,5,5,5,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,10.8264577266613,106.635959948387,"Đường Trần Thị Trọng, Phường 15, Tân Bình, Hồ Chí Minh",Tân Bình,Hồ Chí Minh
Biệt thự,6.1,78.0,,,4,Hợp đồng mua bán,Không nội thất,5.0,10.3951905664945,107.14828714619463,"La Vida Residences, 3/2, 12, Vũng Tàu, Bà Rịa Vũng Tàu",Vũng Tàu,Bà Rịa Vũng Tàu
Biệt thự,14.2,70.0,5,5,5,Sổ đỏ/ Sổ hồng,Cơ bản,5.0,20.9434406554758,105.97989636766232,"Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",Văn Giang,Hưng Yên
Biệt thự,,170.0,5,6,5,Sổ đỏ/ Sổ hồng,,,20.9919541281956,105.784992812982,"Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Hà Nội
Biệt thự,,100.0,6,5,5,HĐMB,Không nội thất,10.0,20.99870743991,105.752154424496,"Dự án Louis City, Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Hà Nội
Biệt thự,31.5,100.0,5,,5,Sổ đỏ/ Sổ hồng,Đầy đủ,20.0,20.979527952442716,105.794409904629,"Đường Văn Quán, Phường Văn Quán, Hà Đông, Hà Nội",Hà Đông,Hà Nội
Biệt thự,,84.0,,,4,,,7.0,21.068201527181223,105.71018369758198,"Dự án Lideco, Đường Quốc lộ 32, Thị trấn Trạm Trôi, Hoài Đức, Hà Nội",Hoài Đức,Hà Nội
Biệt thự,,162.0,,,4,,,9.0,21.0686916868656,105.71107248046268,"Dự án Lideco, Đường Quốc lộ 32, Thị trấn Trạm Trôi, Hoài Đức, Hà Nội",Hoài Đức,Hà Nội
Biệt thự,10.95,200.0,6,,4,Sổ đỏ/ Sổ hồng,,,21.1964177523745,105.782957964898,"Dự án KĐT Quang Minh, Đường Cao tốc Thăng Long Nội Bài, Thị trấn Quang Minh, Mê Linh, Hà Nội",Mê Linh,Hà Nội
Biệt thự,44.0,288.0,,,4,,,,21.09592523965892,105.71160520622544,"Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",Đan Phượng,Hà Nội
Biệt thự,22.5,120.0,,,4,,,,21.09674456993438,105.71129717691124,"Vinhomes Wonder City, Tân Hội, Đan Phượng, Hà Nội",Đan Phượng,Hà Nội
Biệt thự,,60.0,,,4,Sổ đỏ/ Sổ hồng,,4.0,20.969545571070167,105.79947884850934,"Dự án Tổng cục 5 Tân Triều, Đường Yên Xá, Xã Tân Triều, Thanh Trì, Hà Nội",Thanh Trì,Hà Nội
Biệt thự,,188.0,,,4,,,,21.0021164299453,105.707477566596,"Dự án Nam An Khánh, Đường Láng Hòa Lạc, Xã An Khánh, Hoài Đức, Hà Nội",Hoài Đức,Hà Nội
Biệt thự,41.7,278.0,,,4,Sổ đỏ/ Sổ hồng,,,21.0151062011719,105.72484588623,"Dự án Mailand Hanoi City, Đường Đại lộ Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội",Hoài Đức,Hà Nội
Biệt thự,18.0,126.0,6,7,5,Sổ đỏ/ Sổ hồng,,,10.713223980552634,106.73372043762524,"Khu dân cư Phú Mỹ, Hoàng Quốc Việt, Phú Mỹ, Quận 7, Hồ Chí Minh",Quận 7,Hồ Chí Minh
Biệt thự,16.0,140.0,4,5,3,Sổ đỏ/ Sổ hồng,Đầy đủ,7.0,10.703923410238804,106.7125807969704,"Dự án Nine South Estates, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Nhà Bè,Hồ Chí Minh
Biệt thự,37.5,126.0,4,5,3,Sổ đỏ/ Sổ hồng,Đầy đủ,11.0,10.7228832244873,106.717208862305,"Dự án Mỹ Giang 1&2, Đường Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Hồ Chí Minh",Quận 7,Hồ Chí Minh
Biệt thự,10.8,105.6,4,5,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,10.69124984741211,106.7212142944336,"Dự án Lavila Kiến Á - Nhà Bè, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Nhà Bè,Hồ Chí Minh
Biệt thự,69.99,478.0,6,6,4,Sổ đỏ/ Sổ hồng,Cơ bản,25.2,10.713237826353645,106.73357759155432,"KDC Phú Mỹ, Đường 4, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Quận 7,Hồ Chí Minh
Biệt thự,11.0,92.5,,,4,Sổ đỏ/ Sổ hồng,,5.0,10.866032404869802,106.75442875028818,"Him Lam Phú Đông, Trần Thị Vững, An Bình, Dĩ An, Bình Dương",Dĩ An,Bình Dương
Biệt thự,52.5,127.5,8,4,4,Hợp đồng mua bán,Không nội thất,8.0,21.11585152101501,105.86990203708058,"Dự án Vinhomes Global Gate, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",Đông Anh,Hà Nội
Nhà mặt phố,28.0,120.0,6,4,5,Sổ đỏ/ Sổ hồng,Đầy đủ,6.0,20.9682958187352,105.797112854873,"Đường Yên Xá, Xã Tân Triều, Thanh Trì, Hà Nội",Thanh Trì,Hà Nội
Nhà mặt phố,41.0,98.0,,,5,Sổ đỏ/ Sổ hồng,Cơ bản,4.0,21.0257978570347,105.823148904143,"Phố Giảng Võ, Phường Cát Linh, Đống Đa, Hà Nội",Đống Đa,Hà Nội
Nhà mặt phố,34.0,168.0,,,4,Sổ đỏ/ Sổ hồng,,6.5,10.8103223629551,106.729740577052,"Đường Số 47, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Quận 2,Hồ Chí Minh
Nhà mặt phố,23.0,120.0,4,5,4,Sổ đỏ/ Sổ hồng,Đầy đủ,,10.7344787738197,106.657560616376,"Đường Tạ Quang Bửu, Phường 5, Quận 8, Hồ Chí Minh",Quận 8,Hồ Chí Minh
Nhà mặt phố,18.5,96.3,,,4,Sổ đỏ,,5.5,21.0336045316124,105.869678905848,"Đường Phú Viên, Phường Bồ Đề, Long Biên, Hà Nội",Long Biên,Hà Nội
Nhà mặt phố,125.0,839.0,6,6,3,Sổ đỏ/ Sổ hồng,,,10.8416090954833,106.643715828906,"Đường Quang Trung, Phường 12, Gò Vấp, Hồ Chí Minh",Gò Vấp,Hồ Chí Minh
Nhà mặt phố,29.6,80.0,,,4,Sổ đỏ/ Sổ hồng,,,21.0456421883347,105.762678723016,"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,Hà Nội
Nhà mặt phố,20.5,122.4,6,5,4,Sổ đỏ/ Sổ hồng,,7.2,10.8060782953368,106.690568344005,"Đường Hoàng Hoa Thám, Phường 7, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,Hồ Chí Minh
Nhà mặt phố,9.492,21.0,,,4,Sổ đỏ/ Sổ hồng,Đầy đủ,,20.9965905326704,105.825693097052,"Đường Hoàng Văn Thái, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội",Thanh Xuân,Hà Nội
Nhà mặt phố,140.0,120.0,15,12,9,Sổ đỏ/ Sổ hồng,Đầy đủ,8.5,21.0622196893149,105.829096918229,"Phường Quảng An, Tây Hồ, Hà Nội",Tây Hồ,Hà Nội
Nhà mặt phố,27.0,68.2,6,3,5,Sổ đỏ/ Sổ hồng,,5.8,21.0452512,105.7624855,"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,Hà Nội
Nhà mặt phố,10.5,46.0,4,,3,,,4.2,16.0559849917246,108.211745909299,"Đường Lê Đình Lý, Phường Bình Thuận, Hải Châu, Đà Nẵng",Hải Châu,Đà Nẵng
Nhà mặt phố,204.8,170.0,10,10,11,Sổ đỏ/ Sổ hồng,Đầy đủ,12.0,21.0151434462982,105.850902221864,"Phố Mai Hắc Đế, Phường Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",Hai Bà Trưng,Hà Nội
Nhà mặt phố,11.95,66.0,5,4,4,,,4.6,10.7702701275977,106.694331296377,"Đường Lê Lai, Phường 12, Tân Bình, Hồ Chí Minh",Tân Bình,Hồ Chí Minh
Nhà mặt phố,23.0,630.0,33,30,2,Sổ đỏ/ Sổ hồng,,10.0,10.9506970699277,106.712547803489,"Phường Thuận Giao, Thuận An, Bình Dương",Thuận An,Bình Dương
Nhà mặt phố,8.5,80.0,3,2,2,Sổ đỏ/ Sổ hồng,,,10.8300916665829,106.638093320576,"Đường Huỳnh Văn Nghệ, Phường 12, Gò Vấp, Hồ Chí Minh",Gò Vấp,Hồ Chí Minh
Nhà mặt phố,35.0,110.0,8,8,5,Sổ đỏ/ Sổ hồng,Full,6.6,10.7889501078883,106.698733237793,"Đường Đinh Tiên Hoàng, Phường Đa Kao, Quận 1, Hồ Chí Minh",Quận 1,Hồ Chí Minh
Nhà mặt phố,70.0,126.0,1,1,1,Sổ đỏ/ Sổ hồng,Không nội thất,7.16,21.0329853458061,105.79051298514,"Đường Trương Công Giai, Phường Yên Hòa, Cầu Giấy, Hà Nội",Cầu Giấy,Hà Nội
Nhà mặt phố,38.0,340.0,3,3,3,Sổ đỏ/ Sổ hồng,Đầy đủ,8.0,10.7791120257326,106.634969304001,"Đường Lũy Bán Bích, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",Tân Phú,Hồ Chí Minh
Nhà mặt phố,75.0,500.0,6,8,3,Sổ đỏ/ Sổ hồng,Đầy đủ,20.0,10.7904880989687,106.657637803075,"Đường Cách Mạng Tháng Tám, Phường 7, Tân Bình, Hồ Chí Minh",Tân Bình,Hồ Chí Minh
Căn hộ chung cư,7.99,81.0,2,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,10.794862572132,106.720376173627,"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,Hồ Chí Minh
Căn hộ chung cư,11.0,79.0,2,2,3,Đã có hợp đồng mua bán,Đầy đủ,,10.7944806392773,106.753992835894,"Dự án Eaton Park, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",Quận 2,Hồ Chí Minh
Căn hộ chung cư,,66.0,2,2,3,Sổ đỏ/ Sổ hồng,Cơ bản,,10.919536880398924,106.70995239094007,"Happy One Mori, Lái Thiêu 14, Lái Thiêu, Thuận An, Bình Dương",Thuận An,Bình Dương
Căn hộ chung cư,3.05,59.0,2,2,3,Sổ hồng,Full,,10.8440218725157,106.842942009673,"Dự án The Origami, Đường Phước Thiện, Phường Long Bình, Quận 9, Hồ Chí Minh",Quận 9,Hồ Chí Minh
Căn hộ chung cư,8.9,83.0,3,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.005900457418196,105.79434555564796,"Vinhomes D'Capitale, 219, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",Cầu Giấy,Hà Nội
Căn hộ chung cư,5.9,62.0,2,2,3,Sổ đỏ/ Sổ hồng,,,21.006252743592857,105.7368419167994,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Hà Nội
Căn hộ chung cư,4.95,64.0,2,2,3,Hợp đồng mua bán,,,21.00554237523788,105.74106618779406,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Hà Nội
Căn hộ chung cư,3.3,83.3,3,2,3,Sổ đỏ/ Sổ hồng,Cơ bản,,10.9194892106146,106.709890332904,"Happy One Mori, Lái Thiêu 14, Lái Thiêu, Thuận An, Bình Dương",Thuận An,Bình Dương
Căn hộ chung cư,3.0,57.0,2,,3,,,,10.7097158432007,106.730026245117,"Dự án Q7 Boulevard, Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Quận 7,Hồ Chí Minh
Căn hộ chung cư,3.2,47.0,1,1,3,Sổ đỏ/ Sổ hồng,Cơ bản,,15.9925014097973,108.269243621113,"Newtown Diamond Đà Nẵng , Đường Trường Sa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",Ngũ Hành Sơn,Đà Nẵng
Căn hộ chung cư,4.1,68.0,2,2,3,Hợp đồng mua bán,Cơ bản,,10.7278852462769,106.620361328125,"Dự án The Privia, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh",Bình Tân,Hồ Chí Minh
Căn hộ chung cư,5.15,75.8,2,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.008166301574462,105.95366010892026,"Dự án The Pavilion - Vinhomes Ocean Park, Đường Lý Thánh Tông, Xã Dương Xá, Gia Lâm, Hà Nội",Gia Lâm,Hà Nội
Căn hộ chung cư,5.6,60.5,2,2,3,Sổ đỏ/ Sổ hồng,Nội thất mới 100%,,21.00627039709931,105.73764123671126,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,Hà Nội
Căn hộ chung cư,,164.0,3,4,3,Hợp đồng mua bán,,,21.04979374333127,105.8986906155584,"Dự án Noble Crystal Long Biên, Phường Việt Hưng, Long Biên, Hà Nội",Long Biên,Hà Nội
Căn hộ chung cư,,50.0,2,1,3,Sổ đỏ/ Sổ hồng,Cơ bản,,16.0699867536814,108.230894394309,"Capital Square, Đường Trần Hưng Đạo, Phường An Hải Bắc, Sơn Trà, Đà Nẵng",Sơn Trà,Đà Nẵng
Căn hộ chung cư,,95.0,3,,3,,Nội thất cao cấp theo tiêu chuẩn khách sạn 6*,,21.035153925800856,105.78156284969532,"Dự án Sun Feliza Suites, Đường Phạm Hùng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Cầu Giấy,Hà Nội
Căn hộ chung cư,2.75,66.9,2,2,3,Hợp đồng mua bán,Cơ bản,,10.9244770449155,106.715596311502,"Dự án The Habitat Binh Duong, Đường Hữu Nghị, Phường Bình Hòa, Thuận An, Bình Dương",Thuận An,Bình Dương
Căn hộ chung cư,3.7,69.0,2,2,3,Sổ đỏ/ Sổ hồng,Cơ bản,,10.7180337905884,106.742393493652,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Quận 7,Hồ Chí Minh
Căn hộ chung cư,7.0,85.0,2,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.072877475386797,105.81238049532904,"Dự án Heritage West Lake, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội",Tây Hồ,Hà Nội
Căn hộ chung cư,,79.79,2,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.0739040374756,105.799980163574,"D’. El Dorado, số 659A, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội",Tây Hồ,Hà Nội
Nhà riêng,13.8,72.0,10,10,6,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,10.8234409533823,106.704144443586,"Đường Phạm Văn Đồng, Phường 13, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,Hồ Chí Minh
Nhà riêng,6.7,59.0,2,3,2,Sổ đỏ/ Sổ hồng,,,10.8267709289443,106.686111774905,"Đường Nguyễn Du, Phường 7, Gò Vấp, Hồ Chí Minh",Gò Vấp,Hồ Chí Minh
Nhà riêng,6.7,168.0,2,1,1,Sổ đỏ/ Sổ hồng,Cơ bản,4.5,10.8869115842398,106.723821465882,"Đường Ngô Chí Quốc, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hồ Chí Minh
Nhà riêng,6.5,30.0,3,4,5,Sổ đỏ/ Sổ hồng,Cơ bản,3.6,21.0388077040215,105.934802315,"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",Long Biên,Hà Nội
Nhà riêng,11.9,54.1,4,,4,Sổ đỏ/ Sổ hồng,,,10.8423577412961,106.657355197544,"Đường Lê Văn Thọ, Phường 11, Gò Vấp, Hồ Chí Minh",Gò Vấp,Hồ Chí Minh
Nhà riêng,9.3,73.0,5,5,5,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,10.8264577266613,106.635959948387,"Đường Trần Thị Trọng, Phường 15, Tân Bình, Hồ Chí Minh",Tân Bình,Hồ Chí Minh
Nhà riêng,15.5,109.8,,,4,Sổ đỏ/ Sổ hồng,Đầy đủ,7.6,10.7964755692179,106.675571366319,"Đường Nguyễn Thị Huỳnh, Phường 8, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,Hồ Chí Minh
Nhà riêng,10.8,56.2,,,5,Sổ hồng,Đầy đủ,5.0,10.8078361528508,106.687911269495,"Đường Nguyễn Văn Đậu, Phường 6, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,Hồ Chí Minh
Nhà riêng,10.9,67.9,9,10,4,Sổ hồng,Đầy đủ,,10.8046481999005,106.699736827938,"Đường Huỳnh Đình Hai, Phường 14, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,Hồ Chí Minh
Nhà riêng,5.7,20.6,2,2,3,Sổ đỏ/ Sổ hồng,Đầy đủ,3.6,10.7606121727549,106.691351972777,"Đường Trần Đình Xu, Phường Cầu Kho, Quận 1, Hồ Chí Minh",Quận 1,Hồ Chí Minh
Nhà riêng,8.9,78.0,,,1,Sổ đỏ/ Sổ hồng,,4.3,10.808019898897,106.690818579132,"Phường 7, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,Hồ Chí Minh
Nhà riêng,8.89,95.0,5,3,3,Sổ đỏ/ Sổ hồng,Đầy đủ,6.0,10.7814985591952,106.674122087523,"Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh",Quận 10,Hồ Chí Minh
Nhà riêng,5.5,60.0,3,2,2,Sổ đỏ/ Sổ hồng,Cơ bản,4.0,10.7795633722852,106.638617334425,"Đường Huỳnh Thiện Lộc, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh",Tân Phú,Hồ Chí Minh
Nhà riêng,9.5,51.5,2,2,2,Sổ đỏ/ Sổ hồng,Đầy đủ,4.25,10.7913586798043,106.644077147494,"Đường Đồng Đen, Phường 14, Tân Bình, Hồ Chí Minh",Tân Bình,Hồ Chí Minh
Nhà riêng,15.6,72.0,17,17,7,Sổ đỏ/ Sổ hồng,Đầy đủ,,21.0168792813653,105.83181649265,"Đường Đê La Thành, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",Đống Đa,Hà Nội
Nhà riêng,5.25,54.2,3,2,2,Sổ đỏ/ Sổ hồng,,4.1,10.835164333639,106.790564869229,"Đường 160, Phường Tăng Nhơn Phú A, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hồ Chí Minh
Nhà riêng,5.3,52.0,2,1,2,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,10.8548663305907,106.753277404909,"Đường Đình Phong Phú, Phường Tăng Nhơn Phú B, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hồ Chí Minh
Nhà riêng,8.5,50.0,9,9,5,Sổ hồng riêng,Full nội thất,,10.8387150048163,106.64870291056,"Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",Gò Vấp,Hồ Chí Minh
Nhà riêng,12.5,101.0,3,3,1,Sổ đỏ/ Sổ hồng,Cơ bản,4.0,10.7911496086954,106.645496774977,"Đường Bàu Cát, Phường 12, Tân Bình, Hồ Chí Minh",Tân Bình,Hồ Chí Minh
Nhà riêng,8.9,38.0,3,,4,Sổ đỏ/ Sổ hồng,,,10.8095957740652,106.69337880041,"Đường Lê Quang Định, Phường 7, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,Hồ Chí Minh
Biệt thự,69.99,478.0,6,6,4,Sổ đỏ/ Sổ hồng,Cơ bản,25.2,10.713237826353645,106.73357759155432,"KDC Phú Mỹ, Đường 4, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",Quận 7,Hồ Chí Minh
Biệt thự,11.0,92.5,,,4,Sổ đỏ/ Sổ hồng,,5.0,10.866032404869802,106.75442875028818,"Him Lam Phú Đông, Trần Thị Vững, An Bình, Dĩ An, Bình Dương",Dĩ An,Bình Dương
Biệt thự,52.5,127.5,8,4,4,Hợp đồng mua bán,Không nội thất,8.0,21.11585152101501,105.86990203708058,"Dự án Vinhomes Global Gate, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",Đông Anh,Hà Nội
Biệt thự,15.2,385.0,,,4,,,,20.941711922964156,107.1278517437831,"FLC Hạ Long, Phường Hồng Hà, Hạ Long, Quảng Ninh",Hạ Long,Quảng Ninh
Biệt thự,4.2,90.0,4,4,3,Sổ đỏ/ Sổ hồng,,,10.66352637092172,106.46622168090416,"Dự án Waterpoint, Đường Tỉnh lộ 824, Xã An Thạnh, Bến Lức, Long An",Bến Lức,Long An
Biệt thự,,100.0,6,6,5,Sổ đỏ/ Sổ hồng,Hoàn thiện mặt ngoài,5.0,20.9849742542605,105.774950487505,"Dự án TSQ Galaxy, Đường Tố Hữu, Phường Vạn Phúc, Hà Đông, Hà Nội",Hà Đông,Hà Nội
Biệt thự,22.0,419.0,7,6,5,,,,10.8042600885124,106.617192794292,"The Glen - Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",Tân Phú,Hồ Chí Minh
