address,area,city_province,district,front_width,interior,latitude,legal,longitude,n_bathrooms,n_bedrooms,n_floors,price,property_type,source,price_per_m2,log_price,log_price_per_m2,is_apartment,is_house,is_villa,has_interior_info,interior_score,legal_score,address_norm
"Dự án Centa City Hải Phòng, Đường 359, Phường An Lư, Thủy Nguyên, Hải Phòng",103.0,Hải Phòng,Thủy Nguyên,5.0,Nội thất đầy đủ,20.92958923047428,Sổ riêng,106.69886441435922,4.0,3.0,3.0,5.1,Biệt thự,batdongsancomvn,49.51456310679612,1.8082887711792655,3.922261673060668,0,0,1,1,2.0,4,du an centa city hai phong duong 359 phuong an lu thuy nguyen hai phong
"Dự án Biệt thự Mimosa - Ecopark, Xã Cửu Cao, Văn Giang, Hưng Yên",225.0,Hưng Yên,Văn Giang,6.0,,20.9626022402119,Sổ riêng,105.932079820973,3.0,3.0,3.0,41.0,Biệt thự,batdongsancomvn,182.22222222222223,3.7376696182833684,5.21069974522338,0,0,1,0,,4,du an biet thu mimosa ecopark xa cuu cao van giang hung yen
"Khu đô thị Ecopark, Trúc, Xuân Quan, Văn Giang, Hưng Yên",324.0,Hưng Yên,Văn Giang,18.0,,20.9744980538799,Sổ riêng,105.922187003774,5.0,5.0,3.0,60.0,Biệt thự,batdongsancomvn,185.1851851851852,4.110873864173311,5.226741797688246,0,0,1,0,,4,khu do thi ecopark truc xuan quan van giang hung yen
"Biệt thự Mimosa - Ecopark, Cửu Cao, Văn Giang, Hưng Yên",244.6,Hưng Yên,Văn Giang,6.0,Nội thất đầy đủ,20.96201572423,Sổ riêng,105.932574877908,5.0,5.0,4.0,53.8,Biệt thự,batdongsancomvn,219.95094031071136,4.00369019395397,5.397940687330134,0,0,1,1,2.0,4,biet thu mimosa ecopark cuu cao van giang hung yen
,70.0,Hưng Yên,Văn Giang,5.0,Không nội thất,20.9428993526786,Sổ riêng,105.979804537457,5.0,6.0,5.0,13.0,Biệt thự,batdongsancomvn,185.71428571428572,2.6390573296152584,5.229579564568908,0,0,1,1,0.0,4,
"Vinhomes Ocean Park 2, Nghĩa Trụ, Văn Giang, Hưng Yên",70.0,Hưng Yên,Văn Giang,5.0,Không nội thất,20.9431070863039,Sổ riêng,105.979998223909,5.0,6.0,5.0,13.0,Biệt thự,batdongsancomvn,185.71428571428572,2.6390573296152584,5.229579564568908,0,0,1,1,0.0,4,vinhomes ocean park 2 nghia tru van giang hung yen
"Dự án Phú Xuân Vạn Hưng Phú, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",112.0,Hồ Chí Minh,Nhà Bè,7.0,,10.6797476077388,Sổ riêng,106.731280269027,5.0,4.0,3.0,9.99,Biệt thự,batdongsancomvn,89.19642857142857,2.39698576841553,4.501989831732903,0,0,1,0,,4,du an phu xuan van hung phu xa phu xuan nha be ho chi minh
"The Manhattan - Vinhomes Grand Park, Nguyễn Xiển, Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",144.0,Hồ Chí Minh,Quận 9,7.0,Không nội thất,10.8388372800922,Sổ riêng,106.830269945888,5.0,5.0,6.0,26.0,Biệt thự,batdongsancomvn,180.55555555555554,3.295836866004329,5.2015616980837285,0,0,1,1,0.0,4,the manhattan vinhomes grand park nguyen xien long thanh my quan 9 ho chi minh
"Đường Phạm Phú Thứ, Phường 11, Tân Bình, Hồ Chí Minh",214.4,Hồ Chí Minh,Tân Bình,12.5,Nội thất đầy đủ,10.7897358630771,Sổ riêng,106.646794230928,8.0,8.0,4.0,48.0,Biệt thự,batdongsancomvn,223.88059701492537,3.8918202981106265,5.415569581410322,0,0,1,1,2.0,4,duong pham phu thu phuong 11 tan binh ho chi minh
"Dự án Đông Dương Residence, Đường Quốc lộ 32, Xã Đức Thượng, Hoài Đức, Hà Nội",80.0,Hà Nội,Hoài Đức,5.0,Không nội thất,21.0787854291378,Sổ riêng,105.690379169137,7.0,6.0,5.0,11.5,Biệt thự,batdongsancomvn,143.75,2.5257286443082556,4.975008116453105,0,0,1,1,0.0,4,du an dong duong residence duong quoc lo 32 xa duc thuong hoai duc ha noi
"Đường Yên Thế, Phường 2, Tân Bình, Hồ Chí Minh",118.4,Hồ Chí Minh,Tân Bình,12.5,,10.8122862331766,Sổ riêng,106.668498088451,8.0,8.0,4.0,25.9,Biệt thự,batdongsancomvn,218.75,3.292126286607793,5.392490536565286,0,0,1,0,,4,duong yen the phuong 2 tan binh ho chi minh
"Dự án Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",70.0,Hưng Yên,Văn Giang,5.0,Không nội thất,20.943489636945593,Sổ riêng,105.97992469487455,5.0,6.0,5.0,10.8,Biệt thự,batdongsancomvn,154.28571428571428,2.468099531471619,5.045266738065896,0,0,1,1,0.0,4,du an vinhomes ocean park 2 xa long hung van giang hung yen
"Dự án Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",120.0,Hưng Yên,Văn Giang,8.0,Không nội thất,20.943267693243,Sổ riêng,105.979023971098,5.0,6.0,4.0,16.7,Biệt thự,batdongsancomvn,139.16666666666666,2.8735646395797834,4.942832190744893,0,0,1,1,0.0,4,du an vinhomes ocean park 2 xa long hung van giang hung yen
"Đường Số 23, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",117.0,Hồ Chí Minh,Thủ Đức,8.0,Nội thất cao cấp,10.8288492622398,Sổ riêng,106.726155194571,3.0,3.0,2.0,16.5,Biệt thự,batdongsancomvn,141.02564102564102,2.8622008809294686,4.956007611903457,0,0,1,1,3.0,4,duong so 23 phuong hiep binh chanh thu duc ho chi minh
"Đường Quang Trung, Phường La Khê, Hà Đông, Hà Nội",50.0,Hà Nội,Hà Đông,5.0,Nội thất đầy đủ,20.9720906328484,Sổ riêng,105.76140411427,5.0,5.0,7.0,19.9,Biệt thự,batdongsancomvn,398.0,3.039749158970765,5.988961416889864,0,0,1,1,2.0,4,duong quang trung phuong la khe ha dong ha noi
"Dự án Vlasta Sầm Sơn, Xã Quảng Hùng, Sầm Sơn, Thanh Hóa",177.0,Thanh Hóa,Sầm Sơn,11.8,,19.7080261685013,Sổ riêng,105.843663539321,36.0,3.0,3.0,9.3,Biệt thự,batdongsancomvn,52.54237288135593,2.33214389523559,3.9804733568963657,0,0,1,0,,4,du an vlasta sam son xa quang hung sam son thanh hoa
"Đường Số 5, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",63.0,Hồ Chí Minh,Quận 9,4.01,Nội thất đầy đủ,10.8391584711391,Sổ riêng,106.778511720149,3.0,3.0,3.0,8.3,Nhà riêng,batdongsancomvn,131.74603174603175,2.2300144001592104,4.888437766989993,0,1,0,1,2.0,4,duong so 5 phuong tang nhon phu b quan 9 ho chi minh
"Đường Nguyễn Thái Học, Phường Văn Miếu - Quốc Tử Giám, Đống Đa, Hà Nội",45.0,Hà Nội,Đống Đa,4.8,Nội thất đầy đủ,21.0303199074986,Sổ riêng,105.835722658964,7.0,5.5,1.0,28.9,Nhà riêng,batdongsancomvn,642.2222222222222,3.3978584803966405,6.4664902667427855,0,1,0,1,2.0,4,duong nguyen thai hoc phuong van mieu quoc tu giam dong da ha noi
"Đường Nguyễn Văn Thoại, Phường An Hải Nam, Sơn Trà, Đà Nẵng",196.0,Đà Nẵng,Sơn Trà,9.1,,16.0546424022715,Không có,108.242046340511,3.5,4.0,3.0,85.0,Nhà riêng,batdongsancomvn,433.6734693877551,4.454347296253507,6.074595104127974,0,1,0,0,,0,duong nguyen van thoai phuong an hai nam son tra da nang
"21 + 23A, Đường Thạch Thị Thanh, Phường Tân Định, Quận 1, Hồ Chí Minh",139.3,Hồ Chí Minh,Quận 1,9.52,,10.7900865544334,Sổ riêng,106.692377831876,5.0,5.0,3.0,66.0,Nhà riêng,batdongsancomvn,473.79755922469485,4.204692619390966,6.1628885220834935,0,1,0,0,,4,21 23a duong thach thi thanh phuong tan dinh quan 1 ho chi minh
"Đường Lý Thái Tổ, Phường 9, Quận 10, Hồ Chí Minh",44.86,Hồ Chí Minh,Quận 10,4.5,,10.7678384434348,Không có,106.671192209728,3.0,1.0,2.0,17.6,Nhà riêng,batdongsancomvn,392.3316986179224,2.9231615807191558,5.974653272726835,0,1,0,0,,0,duong ly thai to phuong 9 quan 10 ho chi minh
"Đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",30.0,Hồ Chí Minh,Quận 1,4.15,,10.7667915057314,Sổ riêng,106.692357987779,5.0,3.0,3.0,16.7,Nhà riêng,batdongsancomvn,556.6666666666666,2.8735646395797834,6.3237614123187145,0,1,0,0,,4,duong bui vien phuong pham ngu lao quan 1 ho chi minh
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",104.7,Hồ Chí Minh,Nhà Bè,5.0,Nội thất đầy đủ,10.678407230098,Sổ riêng,106.75337899728,2.0,2.0,1.0,8.7,Nhà riêng,batdongsancomvn,83.0945558739255,2.272125885509337,4.431941830923112,0,1,0,1,2.0,4,duong huynh tan phat xa phu xuan nha be ho chi minh
"Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",114.0,Hồ Chí Minh,Thủ Đức,5.7,,10.8527585550606,Sổ riêng,106.719684955716,4.0,5.0,3.0,8.25,Nhà riêng,batdongsancomvn,72.36842105263158,2.224623551524334,4.295493612154028,0,1,0,0,,4,phuong hiep binh phuoc thu duc ho chi minh
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",83.1,Hồ Chí Minh,Nhà Bè,5.0,,10.6784073051645,Sổ riêng,106.753364516661,5.0,4.0,4.0,11.78,Nhà riêng,batdongsancomvn,141.7569193742479,2.5478814489493886,4.961143319335107,0,1,0,0,,4,duong huynh tan phat xa phu xuan nha be ho chi minh
"Đường Ba Vì, Phường 15, Quận 10, Hồ Chí Minh",197.3,Hồ Chí Minh,Quận 10,8.0,,10.7805028110957,Sổ riêng,106.662981922704,6.0,5.0,4.0,45.0,Nhà riêng,batdongsancomvn,228.07906741003546,3.828641396489095,5.434067216494301,0,1,0,0,,4,duong ba vi phuong 15 quan 10 ho chi minh
"Đường Nhị Hà, Phường Phước Hòa, Nha Trang, Khánh Hòa",166.8,Khánh Hòa,Nha Trang,5.56,Không nội thất,12.2359271318923,Sổ riêng,109.183331792647,2.0,3.0,1.0,13.99,Nhà riêng,batdongsancomvn,83.87290167865707,2.7073833121145063,4.441154863083205,0,1,0,1,0.0,4,duong nhi ha phuong phuoc hoa nha trang khanh hoa
"Đường Nguyễn Hoàng Tôn, Phường Xuân La, Tây Hồ, Hà Nội",180.0,Hà Nội,Tây Hồ,6.5,,21.0717526493075,Sổ riêng,105.805779463702,6.0,6.0,1.0,58.5,Nhà riêng,batdongsancomvn,325.0,4.085976312551584,5.786897381366708,0,1,0,0,,4,duong nguyen hoang ton phuong xuan la tay ho ha noi
"Đường Hoàng Hoa Thám, Phường 12, Tân Bình, Hồ Chí Minh",115.2,Hồ Chí Minh,Tân Bình,4.2,,10.808182918197,Không có,106.688009377295,8.0,8.0,1.0,37.5,Nhà riêng,batdongsancomvn,325.5208333333333,3.6506582412937387,5.7884937547461774,0,1,0,0,,0,duong hoang hoa tham phuong 12 tan binh ho chi minh
"Đường Nhất Chi Mai, Phường 13, Tân Bình, Hồ Chí Minh",140.6,Hồ Chí Minh,Tân Bình,5.0,Nội thất đầy đủ,10.8050859103358,Sổ riêng,106.639588584042,4.0,4.0,2.0,25.5,Nhà riêng,batdongsancomvn,181.3655761024182,3.2771447329921766,5.206013332320282,0,1,0,1,2.0,4,duong nhat chi mai phuong 13 tan binh ho chi minh
"Đường Nơ Trang Long, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",90.0,Đà Nẵng,Hải Châu,4.5,Nội thất đầy đủ,16.0293450295631,Sổ riêng,108.221252264848,4.0,3.0,3.0,10.6,Nhà riêng,batdongsancomvn,117.77777777777777,2.451005098112319,4.777254333688826,0,1,0,1,2.0,4,duong no trang long phuong hoa cuong bac hai chau da nang
"Đường Quảng Hiền, Phường 11, Tân Bình, Hồ Chí Minh",62.0,Hồ Chí Minh,Tân Bình,4.0,Nội thất cơ bản,10.791384622865,Sổ riêng,106.648941177405,3.0,3.0,3.0,9.8,Nhà riêng,batdongsancomvn,158.06451612903226,2.379546134130174,5.06930988173898,0,1,0,1,1.0,4,duong quang hien phuong 11 tan binh ho chi minh
"106D, Đường Nguyễn Văn Cừ, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",127.8,Hồ Chí Minh,Quận 1,7.5,,10.7603626416994,Sổ riêng,106.683208206282,6.0,5.0,6.0,68.0,Nhà riêng,batdongsancomvn,532.0813771517996,4.23410650459726,6.278674090094922,0,1,0,0,,4,106d duong nguyen van cu phuong nguyen cu trinh quan 1 ho chi minh
"87B, Đường Bùi Thị Xuân, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",127.0,Hồ Chí Minh,Quận 1,6.1,Nội thất đầy đủ,10.7700446591363,Sổ riêng,106.688313073168,8.0,7.0,8.0,75.0,Nhà riêng,batdongsancomvn,590.5511811023622,4.330733340286331,6.382748207320724,0,1,0,1,2.0,4,87b duong bui thi xuan phuong pham ngu lao quan 1 ho chi minh
"Dự án Lumiere Riverside, Đường Võ Nguyên Giáp, Phường An Phú, Quận 2, Hồ Chí Minh",73.0,Hồ Chí Minh,Quận 2,0.0,Nội thất cơ bản,10.80433951735041,Sổ riêng,106.75001547655314,2.0,2.0,1.0,12.4,Chung cư,batdongsancomvn,169.86301369863014,2.5952547069568657,5.140862145977318,1,0,0,1,1.0,4,du an lumiere riverside duong vo nguyen giap phuong an phu quan 2 ho chi minh
"Dự án Lumiere Riverside, Đường Võ Nguyên Giáp, Phường An Phú, Quận 2, Hồ Chí Minh",76.8,Hồ Chí Minh,Quận 2,0.0,Nội thất cơ bản,10.80438934496038,Sổ riêng,106.75010737920483,2.0,2.0,1.0,13.0,Chung cư,batdongsancomvn,169.27083333333334,2.6390573296152584,5.137390306608239,1,0,0,1,1.0,4,du an lumiere riverside duong vo nguyen giap phuong an phu quan 2 ho chi minh
"Dự án Lumiere Boulevard, Phường Long Bình, Quận 9, Hồ Chí Minh",73.0,Hồ Chí Minh,Quận 9,0.0,,10.838995758770295,Không có,106.83906075897306,2.0,2.0,1.0,4.15,Chung cư,batdongsancomvn,56.84931506849315,1.6389967146756448,4.057841613785552,1,0,0,0,,0,du an lumiere boulevard phuong long binh quan 9 ho chi minh
"Dự án Vimeco II - Nguyễn Chánh, Đường Nguyễn Chánh, Phường Trung Hòa, Cầu Giấy, Hà Nội",96.0,Hà Nội,Cầu Giấy,0.0,,21.0096889292471,Sổ riêng,105.79350192424842,2.0,3.0,1.0,8.5,Chung cư,batdongsancomvn,88.54166666666667,2.2512917986064953,4.494704066294565,1,0,0,0,,4,du an vimeco ii nguyen chanh duong nguyen chanh phuong trung hoa cau giay ha noi
"Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội",74.0,Hà Nội,Thanh Xuân,0.0,,20.993696083388,Sổ riêng,105.797721929886,2.0,2.0,1.0,3.7,Chung cư,batdongsancomvn,50.0,1.547562508716013,3.9318256327243257,1,0,0,0,,4,phuong thanh xuan bac thanh xuan ha noi
"Dự án The One Residence - Gamuda Garden, Phường Trần Phú, Hoàng Mai, Hà Nội",64.0,Hà Nội,Hoàng Mai,0.0,,20.96901068940037,Sổ riêng,105.87718843973678,2.0,2.0,1.0,5.6,Chung cư,batdongsancomvn,87.5,1.8870696490323797,4.483002552013883,1,0,0,0,,4,du an the one residence gamuda garden phuong tran phu hoang mai ha noi
"Dự án The Two Residence - Gamuda Garden, Đường Pháp Vân, Phường Yên Sở, Hoàng Mai, Hà Nội",90.9,Hà Nội,Hoàng Mai,0.0,Nội thất đầy đủ,20.970922144257937,Sổ riêng,105.87786437833134,2.0,3.0,1.0,8.0,Chung cư,batdongsancomvn,88.008800880088,2.1972245773362196,4.488735251136336,1,0,0,1,2.0,4,du an the two residence gamuda garden duong phap van phuong yen so hoang mai ha noi
"Đường Trần Quốc Thảo, Phường 9, Quận 3, Hồ Chí Minh",40.0,Hồ Chí Minh,Quận 3,0.0,,10.785006933116,Sổ riêng,106.683159158863,1.0,1.0,1.0,2.85,Chung cư,batdongsancomvn,71.25,1.3480731482996928,4.2801323269925415,1,0,0,0,,4,duong tran quoc thao phuong 9 quan 3 ho chi minh
"109, Đường Nguyễn Biểu, Phường 1, Quận 5, Hồ Chí Minh",46.5,Hồ Chí Minh,Quận 5,0.0,Nội thất cơ bản,10.7542902039641,Sổ riêng,106.684019719779,2.0,2.0,1.0,2.75,Chung cư,batdongsancomvn,59.13978494623656,1.3217558399823195,4.096671601668332,1,0,0,1,1.0,4,109 duong nguyen bieu phuong 1 quan 5 ho chi minh
"Đường Ngô Quyền, Phường 6, Quận 10, Hồ Chí Minh",70.0,Hồ Chí Minh,Quận 10,0.0,Không nội thất,10.7620833824402,Sổ riêng,106.664786981138,2.0,2.0,1.0,2.2,Chung cư,batdongsancomvn,31.428571428571427,1.1631508098056809,3.4790398684260895,1,0,0,1,0.0,4,duong ngo quyen phuong 6 quan 10 ho chi minh
"Chung cư Miếu Nổi, Vũ Huy Tấn, 3, Bình Thạnh, Hồ Chí Minh",53.9,Hồ Chí Minh,Bình Thạnh,0.0,Nội thất đầy đủ,10.7955803712639,Sổ riêng,106.693600850853,1.0,2.0,1.0,3.35,Chung cư,batdongsancomvn,62.15213358070501,1.4701758451005928,4.145546634143504,1,0,0,1,2.0,4,chung cu mieu noi vu huy tan 3 binh thanh ho chi minh
"Dự án Petroland Quận 2, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",84.0,Hồ Chí Minh,Quận 2,0.0,Nội thất đầy đủ,10.791779350726047,Sổ riêng,106.77712960882272,2.0,2.0,1.0,3.8,Chung cư,batdongsancomvn,45.23809523809524,1.5686159179138452,3.8338040305679018,1,0,0,1,2.0,4,du an petroland quan 2 phuong binh trung dong quan 2 ho chi minh
"Dự án The River Thủ Thiêm, Đường Trần Bạch Đằng, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",94.0,Hồ Chí Minh,Quận 2,0.0,Nội thất đầy đủ,10.7825078582787,Sổ riêng,106.718501679686,2.0,2.0,1.0,17.0,Chung cư,batdongsancomvn,180.85106382978722,2.8903717578961645,5.20318802145596,1,0,0,1,2.0,4,du an the river thu thiem duong tran bach dang phuong thu thiem quan 2 ho chi minh
"The Beverly - Vinhomes Grand Park, Long Bình, Quận 9, Hồ Chí Minh",79.0,Hồ Chí Minh,Quận 9,0.0,,10.8440311331832,Không có,106.84568563375,2.0,2.0,1.0,5.0,Chung cư,batdongsancomvn,63.29113924050633,1.791759469228055,4.163421818334224,1,0,0,0,,0,the beverly vinhomes grand park long binh quan 9 ho chi minh
"Dự án Vista Verde, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",213.0,Hồ Chí Minh,Quận 2,0.0,,10.7764697064889,Hợp đồng,106.75579887995,2.0,4.0,1.0,18.0,Chung cư,batdongsancomvn,84.50704225352112,2.9444389791664403,4.448598738089118,1,0,0,0,,2,du an vista verde duong phan van dang phuong thanh my loi quan 2 ho chi minh
"Dự án The River Thủ Thiêm, Đường Trần Bạch Đằng, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",202.0,Hồ Chí Minh,Quận 2,0.0,Nội thất cơ bản,10.782271954330104,Sổ riêng,106.71858219970366,3.0,4.0,1.0,60.0,Chung cư,batdongsancomvn,297.029702970297,4.110873864173311,5.697193155935212,1,0,0,1,1.0,4,du an the river thu thiem duong tran bach dang phuong thu thiem quan 2 ho chi minh
"Dự án The River Thủ Thiêm, Đường Nguyễn Cơ Thạch, Phường An Khánh, Quận 2, Hồ Chí Minh",137.0,Hồ Chí Minh,Quận 2,0.0,,10.7826696800758,Không có,106.71977640436228,2.0,3.0,1.0,26.8,Chung cư,batdongsancomvn,195.62043795620437,3.3250360206965914,5.281275159360793,1,0,0,0,,0,du an the river thu thiem duong nguyen co thach phuong an khanh quan 2 ho chi minh
"Dự án The Origami, Đường Phước Thiện, Phường Long Bình, Quận 9, Hồ Chí Minh",69.2,Hồ Chí Minh,Quận 9,0.0,,10.8431854141123,Sổ riêng,106.8430796633,2.0,2.0,1.0,3.6,Chung cư,batdongsancomvn,52.02312138728323,1.5260563034950494,3.9707280710118766,1,0,0,0,,4,du an the origami duong phuoc thien phuong long binh quan 9 ho chi minh
"Grand Marina Saigon, Số 2, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",63.0,Hồ Chí Minh,Quận 1,0.0,Nội thất đầy đủ,10.7788312540849,Không có,106.706077654501,1.0,1.0,1.0,22.0,Chung cư,batdongsancomvn,349.2063492063492,3.1354942159291497,5.858522549916839,1,0,0,1,2.0,0,grand marina saigon so 2 pho ton duc thang phuong ben nghe quan 1 ho chi minh
"Sài Gòn Intela, Đường Nguyễn Văn Linh, Xã Phong Phú, Bình Chánh, Hồ Chí Minh",50.0,Hồ Chí Minh,Bình Chánh,0.0,Nội thất cơ bản,10.7097385485469,Không có,106.642231505281,2.0,2.0,1.0,1.95,Chung cư,batdongsancomvn,39.0,1.0818051703517284,3.6888794541139363,1,0,0,1,1.0,0,sai gon intela duong nguyen van linh xa phong phu binh chanh ho chi minh
"Đường Trần Bình Trọng, Phường 5, Bình Thạnh, Hồ Chí Minh",49.0,Hồ Chí Minh,Bình Thạnh,4.0,,10.8122356691145,Sổ riêng,106.688341052691,4.0,4.0,4.0,7.75,Nhà riêng,batdongsancomvn,158.16326530612244,2.169053700369523,5.069930501219871,0,1,0,0,,4,duong tran binh trong phuong 5 binh thanh ho chi minh
"Đường Trần Hưng Đạo, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",77.0,Hồ Chí Minh,Quận 1,4.15,,10.7606827128335,Không có,106.68867594986,5.0,5.0,6.0,32.0,Nhà riêng,batdongsancomvn,415.5844155844156,3.4965075614664802,6.032089119544377,0,1,0,0,,0,duong tran hung dao phuong nguyen cu trinh quan 1 ho chi minh
"Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh",16.5,Hồ Chí Minh,Quận 3,3.4,Nội thất đầy đủ,10.7894438703195,Sổ riêng,106.674979431793,2.0,2.0,3.0,4.48,Nhà riêng,batdongsancomvn,271.5151515151515,1.7011051009599243,5.607694214448035,0,1,0,1,2.0,4,duong le van sy phuong 12 quan 3 ho chi minh
"Đường Nguyễn Đình Chiểu, Phường 1, Quận 3, Hồ Chí Minh",41.0,Hồ Chí Minh,Quận 3,4.1,,10.7670735733404,Sổ riêng,106.67943531963,5.0,4.0,5.0,13.5,Nhà riêng,batdongsancomvn,329.2682926829268,2.6741486494265287,5.799905332278517,0,1,0,0,,4,duong nguyen dinh chieu phuong 1 quan 3 ho chi minh
"Đường Thuận Giao 25, Phường Thuận Giao, Thuận An, Bình Dương",131.0,Bình Dương,Thuận An,5.0,,10.9557933447436,Sổ riêng,106.721044902936,4.0,6.0,1.0,5.5,Nhà riêng,batdongsancomvn,41.98473282442748,1.8718021769015913,3.760845002053467,0,1,0,0,,4,duong thuan giao 25 phuong thuan giao thuan an binh duong
"Đường Ngô Thì Nhậm, Phường La Khê, Hà Đông, Hà Nội",43.6,Hà Nội,Hà Đông,3.6,Nội thất cơ bản,20.9687404668995,Sổ riêng,105.76950270388,3.0,5.0,4.0,8.2,Nhà riêng,batdongsancomvn,188.07339449541283,2.2192034840549946,5.242135270342365,0,1,0,1,1.0,4,duong ngo thi nham phuong la khe ha dong ha noi
"Dự án Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",80.0,Hồ Chí Minh,Nhà Bè,5.0,Nội thất cao cấp,10.6782065826385,Sổ riêng,106.754028896163,5.0,4.0,4.0,7.9,Biệt thự,batdongsancomvn,98.75,2.186051276738094,4.602667055769973,0,0,1,1,3.0,4,du an green riverside duong huynh tan phat xa phu xuan nha be ho chi minh
"Dự án Kita Capital Ciputra, Phường Phú Thượng, Tây Hồ, Hà Nội",150.0,Hà Nội,Tây Hồ,7.0,,21.078297547870868,Sổ riêng,105.81108703273004,4.0,4.0,4.0,58.5,Biệt thự,batdongsancomvn,390.0,4.085976312551584,5.968707559985366,0,0,1,0,,4,du an kita capital ciputra phuong phu thuong tay ho ha noi
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",154.0,Hà Nội,Đống Đa,11.0,,21.0124708745249,Sổ riêng,105.820282012428,4.0,3.0,4.0,46.0,Biệt thự,batdongsancomvn,298.7012987012987,3.8501476017100584,5.702786307650896,0,0,1,0,,4,pho thai ha phuong trung liet dong da ha noi
"Đường Cách Mạng Tháng Tám, Phường 7, Tân Bình, Hồ Chí Minh",430.0,Hồ Chí Minh,Tân Bình,18.0,Nội thất đầy đủ,10.7905621346892,Không có,106.657232574493,6.0,5.0,6.0,95.0,Biệt thự,batdongsancomvn,220.93023255813952,4.564348191467836,5.4023630647236915,0,0,1,1,2.0,0,duong cach mang thang tam phuong 7 tan binh ho chi minh
"Dự án Vinhomes Gardenia, Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",155.0,Hà Nội,Nam Từ Liêm,8.0,Nội thất cao cấp,21.0358562208017,Sổ riêng,105.760217053833,6.0,6.0,5.0,75.0,Biệt thự,batdongsancomvn,483.8709677419355,4.330733340286331,6.18388280964808,0,0,1,1,3.0,4,du an vinhomes gardenia duong ham nghi phuong cau dien nam tu liem ha noi
"Đường Đặng Văn Ngữ, Phường Phương Liên, Đống Đa, Hà Nội",106.0,Hà Nội,Đống Đa,6.7,Nội thất đầy đủ,21.0126370399144,Sổ riêng,105.832328150976,4.0,4.0,4.0,33.5,Biệt thự,batdongsancomvn,316.0377358490566,3.5409593240373143,5.75902080732582,0,0,1,1,2.0,4,duong dang van ngu phuong phuong lien dong da ha noi
"Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh",120.0,Hồ Chí Minh,Tân Bình,12.5,,10.8059166658134,Sổ riêng,106.668370280545,6.0,6.0,4.0,42.0,Biệt thự,batdongsancomvn,350.0,3.7612001156935624,5.860786223465865,0,0,1,0,,4,duong pho quang phuong 2 tan binh ho chi minh
"Khu đô thị Geleximco - Lê Trọng Tấn, Lê Trọng Tấn, Dương Nội, Hà Đông, Hà Nội",80.0,Hà Nội,Hà Đông,5.0,Nội thất cao cấp,20.985693437254,Sổ riêng,105.743090796144,5.0,3.0,4.0,19.0,Biệt thự,batdongsancomvn,237.5,2.995732273553991,5.474369310328396,0,0,1,1,3.0,4,khu do thi geleximco le trong tan le trong tan duong noi ha dong ha noi
"Dự án An Phú An Khánh, Đường 31C, Phường An Phú, Quận 2, Hồ Chí Minh",223.8,Hồ Chí Minh,Quận 2,8.0,,10.79725803321926,Sổ riêng,106.73740664484076,5.0,3.0,3.0,55.95,Biệt thự,batdongsancomvn,250.0,4.0421736898931915,5.5254529391317835,0,0,1,0,,4,du an an phu an khanh duong 31c phuong an phu quan 2 ho chi minh
"Dự án Licogi 13 Tower, Đường Khuất Duy Tiến, Phường Nhân Chính, Thanh Xuân, Hà Nội",148.0,Hà Nội,Thanh Xuân,7.2,,20.99924221322361,Sổ riêng,105.79746932773536,5.0,8.0,6.0,41.0,Biệt thự,batdongsancomvn,277.02702702702703,3.7376696182833684,5.6277183284868055,0,0,1,0,,4,du an licogi 13 tower duong khuat duy tien phuong nhan chinh thanh xuan ha noi
