Unnamed: 0,property_type,price,area,n_bedrooms,n_bathrooms,n_floors,address,city_province,district,legal,front_width,raw_area,latitude,longitude
2174,Nhà mặt tiền,8.2,406.0,4,3,2,"Phường Bình Nhâm, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,6.5,"406 m²(6,5x62,0)",10.9192405,106.6946585
2175,Nhà mặt tiền,3.5,75.0,4,0,0,"Phường Hòa Phú, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,5.0,"75 m²(5,0x15,0)",10.9810767,106.6722416
2176,Nhà mặt tiền,6.3,60.0,4,4,3,"Phường Bình An, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,5.0,"60 m²(5,0x12,0)",10.8675652,106.8401329
2177,Nhà hẻm ngõ,1.25,90.0,3,2,1,"Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Giấy tờ hợp lệ,5.0,"90 m²(5,0x18,0)",,
2178,Nhà mặt tiền,2.65,100.0,3,3,0,"Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Giấy tờ hợp lệ,5.0,"100 m²(5,0x20,0)",,
2179,Nhà hẻm ngõ,3.0,63.6,3,2,1,"Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,4.0,"63,6 m²(4,0x16,0)",10.8812946,106.6985084
2180,Nhà mặt tiền,1.98,90.0,3,3,2,"Phường An Phú, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,5.0,"90 m²(5,0x18,0)",10.9872019,106.7244108
2181,Nhà hẻm ngõ,6.8,133.0,3,2,0,"Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,7.0,"133 m²(7,0x19,0)",10.9230601,106.7686184
2182,Nhà hẻm ngõ,3.75,77.0,3,2,2,"Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,4.1,"77 m²(4,1x18,9)",10.9230601,106.7686184
2183,Nhà mặt tiền,4.2,81.0,3,2,2,"Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,,81 m²,10.9230601,106.7686184
2184,Nhà hẻm ngõ,3.15,104.0,3,2,0,"Phường Bình Nhâm, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,4.5,"104 m²(4,5x23,0)",10.9192405,106.6946585
2185,Nhà mặt tiền,0.93,85.0,2,2,2,"Phường Thuận Giao, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,5.0,"85 m²(5,0x17,0)",10.9872019,106.7244108
2186,Nhà mặt tiền,3.55,205.0,3,3,1,"Phường Thái Hòa, Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Giấy tờ hợp lệ,4.5,"205 m²(4,5x34,0)",,
2187,Nhà mặt tiền,4.5,68.0,4,5,3,"Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,4.0,"68 m²(4,0x17,0)",10.9797566,106.714501
2188,Nhà hẻm ngõ,1.65,300.0,2,0,0,"Xã Phú An, Thị Xã Bến Cát, Bình Dương",Bình Dương,Thị Xã Bến Cát,Giấy tờ hợp lệ,6.0,"300 m²(6,0x42,0)",,
2189,Nhà mặt tiền,1.2,75.0,3,0,3,"Phường Hòa Phú, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Sổ hồng,5.0,"75 m²(5,0x15,0)",10.9810767,106.6722416
2190,Nhà hẻm ngõ,3.55,68.0,3,0,2,"Phường Tân Bình, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,5.0,"68 m²(5,0x16,0)",10.9230601,106.7686184
2191,Nhà mặt tiền,2.9,120.0,3,0,3,"Phường Tương Bình Hiệp, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,4.0,"120 m²(4,0x30,0)",10.9891844,106.6616428
2192,Nhà mặt tiền,1.24,150.0,3,2,11,"Xã Thới Hòa, Thị Xã Bến Cát, Bình Dương",Bình Dương,Thị Xã Bến Cát,Giấy tờ hợp lệ,5.0,"150 m²(5,0x30,0)",,
2193,Nhà mặt tiền,1.75,70.0,3,3,2,"Xã An Điền, Thị Xã Bến Cát, Bình Dương",Bình Dương,Thị Xã Bến Cát,Giấy tờ hợp lệ,5.0,"70 m²(5,0x14,0)",,
2194,Nhà hẻm ngõ,2.3,120.0,3,4,2,"Phường Tương Bình Hiệp, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,4.5,"120 m²(4,5x27,0)",10.9891844,106.6616428
2195,Nhà hẻm ngõ,1.93,42.2,2,2,1,"Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,9.0,"42,2 m²(9,0x6,0)",10.8812946,106.6985084
2196,Nhà hẻm ngõ,6.15,150.0,5,3,0,"Phường Đông Hòa, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,5.0,"150 m²(5,0x30,0)",10.8992818,106.837625
2197,Nhà mặt tiền,1.85,100.0,3,3,0,"Phường Tân Hiệp, Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Giấy tờ hợp lệ,5.0,"100 m²(5,0x18,0)",,
2198,Nhà hẻm ngõ,3.35,60.0,2,3,2,"Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,4.3,"60 m²(4,3x13,9)",10.8812946,106.6985084
2199,Nhà hẻm ngõ,2.88,102.0,2,2,0,"Đường Huỳnh Văn Lũy, Phường Phú Lợi, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Sổ hồng,4.3,"102 m²(4,3x24,0)",10.9891844,106.6616428
2200,Nhà mặt tiền,1.98,75.0,3,3,2,"Xã An Điền, Thị Xã Bến Cát, Bình Dương",Bình Dương,Thị Xã Bến Cát,Giấy tờ hợp lệ,5.0,"75 m²(5,0x15,0)",,
2201,Nhà hẻm ngõ,4.9,102.0,4,4,3,"Phường Đông Hòa, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,4.0,"102 m²(4,0x25,0)",10.8992818,106.837625
2202,Nhà mặt tiền,2.5,70.0,2,2,0,"Đường DT746, Xã Hội Nghĩa, Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Sổ hồng,5.0,"70 m²(5,0x14,0)",,
2203,Nhà mặt tiền,6.1,99.0,2,2,2,"Phường Đông Hòa, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,5.0,"99 m²(5,0x20,0)",10.8992818,106.837625
2204,Nhà hẻm ngõ,2.35,168.0,2,0,0,"Phường Hiệp An, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,6.0,"168 m²(6,0x28,0)",10.9891844,106.6616428
2205,Nhà hẻm ngõ,1.65,72.0,3,2,1,"Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Giấy tờ hợp lệ,4.0,"72 m²(4,0x18,0)",,
2206,Nhà mặt tiền,1.15,100.0,2,2,2,"Phường Chánh Nghĩa, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,5.0,"100 m²(5,0x20,0)",10.9647894,106.68654
2207,Nhà mặt tiền,7.3,100.0,4,4,2,"Phường Đông Hòa, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,5.0,"100 m²(5,0x20,0)",10.8992818,106.837625
2208,Nhà mặt tiền,14.5,180.0,11,7,5,"Phường Phú Hòa, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,6.0,"180 m²(6,0x30,0)",10.9810767,106.6722416
2209,Nhà mặt tiền,1.6,70.0,3,0,1,"Phường Tân Hiệp, Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Giấy tờ hợp lệ,5.0,"70 m²(5,0x14,0)",,
2210,Nhà hẻm ngõ,1.45,68.0,3,2,0,"Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Hợp đồng mua bán,4.0,"68 m²(4,0x17,0)",10.9797566,106.714501
2211,Nhà mặt tiền,7.7,90.0,5,6,4,"Phường Đông Hòa, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,5.0,"90 m²(5,0x18,0)",10.8992818,106.837625
2212,Nhà mặt tiền,6.8,73.0,4,4,2,"Phường An Phú, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,5.5,"73 m²(5,5x16,0)",10.9872019,106.7244108
2213,Nhà mặt tiền,3.8,75.0,3,3,0,"Phường Hòa Phú, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Đang chờ sổ,5.0,"75 m²(5,0x15,0)",10.9810767,106.6722416
2214,Nhà mặt tiền,5.5,95.0,3,3,2,"Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Sổ đỏ,5.0,"95 m²(5,0x19,0)",10.9891844,106.6616428
2215,Nhà hẻm ngõ,2.7,60.0,3,2,2,"Phường Dĩ An, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,7.0,"60 m²(7,0x9,0)",10.8792293,106.7595438
2216,Nhà hẻm ngõ,1.25,68.0,2,1,0,"Phường An Phú, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Hợp đồng mua bán,4.0,"68 m²(4,0x17,0)",10.9872019,106.7244108
2217,Nhà mặt tiền,3.25,60.0,4,3,3,"Phường An Phú, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,5.0,"60 m²(5,0x12,0)",10.9872019,106.7244108
2218,Nhà mặt tiền,1.89,70.0,3,3,0,"Phường Tân Hiệp, Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Giấy tờ hợp lệ,5.0,"70 m²(5,0x14,0)",,
2219,Nhà hẻm ngõ,2.15,100.0,2,1,0,"Phường Hiệp An, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,5.0,"100 m²(5,0x20,0)",10.9891844,106.6616428
2220,Nhà hẻm ngõ,3.8,225.0,2,1,0,"Phường Tân Bình, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,,225 m²,10.9230601,106.7686184
2221,Nhà mặt tiền,9.6,120.0,4,4,3,"Phường Dĩ An, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,5.0,"120 m²(5,0x24,0)",10.8792293,106.7595438
2222,Nhà mặt tiền,4.6,60.0,4,5,0,"Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,4.0,"60 m²(4,0x15,0)",10.9797566,106.714501
2223,Nhà mặt tiền,2.45,150.0,3,4,3,"Phường Tân An, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,5.0,"150 m²(5,0x30,0)",10.9891844,106.6616428
2224,Nhà hẻm ngõ,0.699,18.0,2,1,1,"Phường Đông Hòa, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Hợp đồng mua bán,3.0,"18 m²(3,0x7,0)",10.8992818,106.837625
2225,Nhà mặt tiền,7.6,100.0,4,3,3,"Phường Phú Lợi, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,5.0,"100 m²(5,0x20,0)",10.9835324,106.676184
2226,Nhà mặt tiền,2.65,67.5,3,3,1,"Phường Tân Hiệp, Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Giấy tờ hợp lệ,4.5,"67,5 m²(4,5x15,0)",,
2227,Nhà mặt tiền,1.76,65.0,3,3,2,"Phường Định Hòa, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,5.0,"65 m²(5,0x13,0)",10.9557341,106.7015139
2228,Nhà hẻm ngõ,2.35,56.0,3,2,0,"Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,4.0,"56 m²(4,0x14,0)",10.9797566,106.714501
2229,Nhà mặt tiền,1.65,80.0,3,3,2,"Xã An Điền, Thị Xã Bến Cát, Bình Dương",Bình Dương,Thị Xã Bến Cát,Giấy tờ hợp lệ,5.0,"80 m²(5,0x16,0)",,
2230,Nhà mặt tiền,2.5,70.0,2,2,0,"Xã Hội Nghĩa, Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Giấy tờ hợp lệ,5.0,"70 m²(5,0x14,0)",,
2231,Nhà mặt tiền,2.85,120.0,4,4,2,"Phường Tương Bình Hiệp, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,4.0,"120 m²(4,0x30,0)",10.9891844,106.6616428
2232,Nhà mặt tiền,1.55,100.0,3,2,0,"Xã Hội Nghĩa, Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Giấy tờ hợp lệ,5.0,"100 m²(5,0x20,0)",,
2233,Nhà hẻm ngõ,2.15,100.0,3,2,1,"Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Giấy tờ hợp lệ,5.0,"100 m²(5,0x20,0)",,
2234,Nhà mặt tiền,14.0,121.0,6,6,4,"Phường Dĩ An, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,6.0,"121 m²(6,0x19,0)",10.8792293,106.7595438
2235,Nhà mặt tiền,1.15,40.0,2,2,0,"Phường Thái Hòa, Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Hợp đồng mua bán,4.0,"40 m²(4,0x10,0)",,
2236,Nhà mặt tiền,1.7,90.0,2,2,2,"Phường Tương Bình Hiệp, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,5.0,"90 m²(5,0x18,0)",10.9891844,106.6616428
2237,Nhà hẻm ngõ,3.15,75.0,4,3,3,"Phường Thuận Giao, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,5.0,"75 m²(5,0x15,0)",10.9872019,106.7244108
2238,Nhà mặt tiền,3.95,90.0,3,3,2,"Phường Phú Mỹ, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,5.0,"90 m²(5,0x18,0)",10.9891844,106.6616428
2239,Nhà hẻm ngõ,3.99,210.0,8,7,0,"Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,10.0,"210 m²(10,0x21,0)",10.9230601,106.7686184
2240,Nhà mặt tiền,3.35,65.0,4,3,0,"Phường An Phú, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,,65 m²,10.9872019,106.7244108
2241,Nhà mặt tiền,1.5,70.0,3,3,2,"Phường Tân Hiệp, Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Giấy tờ hợp lệ,4.5,"70 m²(4,5x17,0)",,
2242,Nhà mặt tiền,1.35,80.0,2,1,0,"Phường Khánh Bình, Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Giấy tờ hợp lệ,4.2,"80 m²(4,2x20,0)",,
2243,Nhà mặt tiền,5.5,161.0,3,3,3,"Phường Thuận Giao, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,5.0,"161 m²(5,0x32,0)",10.9872019,106.7244108
2244,Nhà mặt tiền,4.0,126.4,4,0,0,"Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,,"126,4 m²",10.9230601,106.7686184
2245,Nhà mặt tiền,3.9,77.0,4,3,0,"Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Sổ hồng,4.5,"77 m²(4,5x17,0)",,
2246,Nhà hẻm ngõ,1.55,95.1,3,2,1,"Phường Phú Mỹ, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,5.0,"95,1 m²(5,0x19,0)",10.9891844,106.6616428
2247,Nhà mặt tiền,1.89,72.0,3,3,0,"Đường HL409, Phường Tân Hiệp, Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Sổ hồng,4.5,"72 m²(4,5x16,0)",,
2248,Nhà mặt tiền,5.2,122.0,4,3,2,"Đường Vĩnh Phú 40, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Sổ hồng,4.7,"122 m²(4,7x26,0)",10.8848481,106.6988171
2249,Nhà mặt tiền,3.35,140.0,6,7,0,"Phường Tân Hiệp, Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Giấy tờ hợp lệ,5.0,"140 m²(5,0x28,0)",,
2250,Nhà hẻm ngõ,3.75,81.0,3,2,2,"Phường Phú Hòa, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,5.0,"81 m²(5,0x16,5)",10.9810767,106.6722416
2251,Nhà mặt tiền,2.85,120.0,3,4,3,"Phường Tương Bình Hiệp, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,4.0,"120 m²(4,0x30,0)",10.9891844,106.6616428
2252,Nhà mặt tiền,5.6,150.0,4,3,3,"Phường Phú Mỹ, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,5.0,"150 m²(5,0x30,0)",10.9891844,106.6616428
2253,Nhà mặt tiền,4.9,68.0,3,4,3,"Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,,68 m²,10.9230601,106.7686184
2254,Nhà mặt tiền,1.35,80.0,2,1,0,"Phường Uyên Hưng, Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Giấy tờ hợp lệ,4.2,"80 m²(4,2x20,0)",,
2255,Nhà mặt tiền,4.8,60.0,4,5,0,"Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,5.0,"60 m²(5,0x12,0)",10.9230601,106.7686184
2256,Nhà mặt tiền,2.68,135.0,4,5,0,"Đường Phan Đăng Lưu, Phường Tương Bình Hiệp, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Sổ hồng,4.5,"135 m²(4,5x30,0)",10.9891844,106.6616428
2257,Nhà mặt tiền,2.6,125.0,3,4,2,"Phường Tương Bình Hiệp, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,5.0,"125 m²(5,0x25,0)",10.9891844,106.6616428
2258,Nhà mặt tiền,4.48,100.0,2,2,1,"Phường Hiệp Thành, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,5.0,"100 m²(5,0x20,0)",10.987158,106.664221
2259,Nhà mặt tiền,2.75,120.0,3,4,3,"Phường Tân An, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,4.0,"120 m²(4,0x30,0)",10.9891844,106.6616428
2260,Nhà mặt tiền,4.7,140.0,4,0,2,"Xã Thới Hòa, Thị Xã Bến Cát, Bình Dương",Bình Dương,Thị Xã Bến Cát,Giấy tờ hợp lệ,7.0,"140 m²(7,0x20,0)",,
2261,Nhà mặt tiền,1.55,150.0,2,1,0,"Xã Lai Uyên, Huyện Bàu Bàng, Bình Dương",Bình Dương,Huyện Bàu Bàng,Giấy tờ hợp lệ,5.0,"150 m²(5,0x30,0)",11.2628303,106.6236505
2262,Nhà mặt tiền,1.55,100.0,3,1,1,"Xã Bạch Đằng, Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Giấy tờ hợp lệ,5.0,"100 m²(5,0x20,0)",,
2263,Nhà mặt tiền,3.35,60.0,4,3,3,"Phường An Phú, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,5.0,"60 m²(5,0x12,0)",10.9872019,106.7244108
2264,Nhà mặt tiền,1.35,100.0,3,2,0,"Xã Bạch Đằng, Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Giấy tờ hợp lệ,5.0,"100 m²(5,0x20,0)",,
2265,Nhà mặt tiền,2.68,180.0,2,3,0,"Xã Trừ Văn Thố, Huyện Bàu Bàng, Bình Dương",Bình Dương,Huyện Bàu Bàng,Giấy tờ hợp lệ,9.0,"180 m²(9,0x20,0)",11.3270609,106.6746408
2266,Nhà mặt tiền,0.165,70.0,3,0,1,"Phường Tân Hiệp, Thị xã Tân Uyên, Bình Dương",Bình Dương,Thị xã Tân Uyên,Giấy tờ hợp lệ,5.0,"70 m²(5,0x14,0)",,
2267,Nhà mặt tiền,6.5,89.0,4,4,0,"Phường Dĩ An, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,5.5,"89 m²(5,5x16,2)",10.8792293,106.7595438
2268,Nhà mặt tiền,6.5,89.0,4,4,3,"50, Đường Nguyễn Đức Thiệu, Phường Dĩ An, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Sổ đỏ,5.5,"89 m²(5,5x16,2)",10.8792293,106.7595438
2269,Nhà mặt tiền,3.45,60.0,4,3,0,"Phường An Phú, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,5.0,"60 m²(5,0x12,0)",10.9872019,106.7244108
2270,Nhà mặt tiền,7.8,140.0,4,3,3,"Phường Hiệp Thành, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,7.0,"140 m²(7,0x20,0)",10.987158,106.664221
2271,Nhà hẻm ngõ,1.35,40.0,2,2,1,"Phường Dĩ An, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Hợp đồng mua bán,4.0,"40 m²(4,0x9,0)",10.8792293,106.7595438
2272,Nhà mặt tiền,3.5,70.0,4,4,3,"Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,4.0,"70 m²(4,0x17,0)",10.9797566,106.714501
2273,Nhà mặt tiền,18.0,255.0,11,7,0,"Phường Dĩ An, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,10.0,"255 m²(10,0x25,0)",10.8792293,106.7595438
2274,Nhà hẻm ngõ,3.75,80.0,3,2,1,"Phường Phú Hòa, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,5.0,"80 m²(5,0x16,0)",10.9810767,106.6722416
2275,Nhà hẻm ngõ,3.9,90.0,2,2,0,"Phường Phú Lợi, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,4.5,"90 m²(4,5x20,0)",10.9835324,106.676184
2276,Nhà mặt tiền,4.8,70.0,3,3,2,"Phường Dĩ An, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,5.0,"70 m²(5,0x14,0)",10.8792293,106.7595438
2277,Nhà mặt tiền,0.75,80.0,3,2,2,"Phường An Bình, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,5.0,"80 m²(5,0x16,0)",10.8675652,106.8401329
2278,Nhà mặt tiền,6.9,107.0,5,5,3,"Phường Thuận Giao, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,5.0,"107 m²(5,0x20,0)",10.9872019,106.7244108
2279,Biệt thự,5.5,310.0,4,3,2,"Phường Thuận Giao, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,10.0,"310 m²(10,0x31,0)",10.9872019,106.7244108
2280,Nhà hẻm ngõ,3.75,80.0,3,2,1,"Phường Phú Hòa, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,5.0,"80 m²(5,0x16,0)",10.9810767,106.6722416
2281,Nhà mặt tiền,15.0,883.0,3,2,0,"Phường Dĩ An, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,,883 m²,10.8792293,106.7595438
2282,Nhà mặt tiền,0.766,95.0,2,2,0,"Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",Bình Dương,Thành phố Thuận An,Giấy tờ hợp lệ,6.0,"95 m²(6,0x15,0)",10.8812946,106.6985084
2283,Nhà hẻm ngõ,3.99,209.0,9,7,0,"Phường Tân Bình, Thành phố Dĩ An, Bình Dương",Bình Dương,Thành phố Dĩ An,Giấy tờ hợp lệ,10.0,"209 m²(10,0x21,0)",10.9230601,106.7686184
2284,Nhà hẻm ngõ,2.2,200.0,3,0,0,"Phường Tân An, Thành phố thủ Dầu Một, Bình Dương",Bình Dương,Thành phố thủ Dầu Một,Giấy tờ hợp lệ,8.0,"200 m²(8,0x20,0)",10.9891844,106.6616428
