address,area,city_province,district,front_road_width,interior,latitude,legal,longitude,n_bathrooms,n_bedrooms,n_floors,price,property_type,source,has_interior_info,price_per_m2
"Dự án The Flemington, Đường Lê Đại Hành, Phường 15, Quận 11, Hồ Chí Minh",97.0,Hồ Chí Minh,Quận 11,0.0,Nội thất đầy đủ,10.7648260912061,Không có,106.655477352277,2.0,2.0,2.0,6.8,Chung cư,batdongsancomvn,1,70.10309278350516
"Dự án The Emerald Garden View, Đường Nguyễn Chí Thanh, Phường Hưng Định, Thuận An, Bình Dương",40.16,Bình Dương,Thuận An,0.0,Nội thất đầy đủ,10.941690526597151,Không có,106.69424171175284,1.0,1.0,1.0,1.39,Chung cư,batdongsancomvn,1,34.61155378486056
"Dự án The Nine, Đường Phạm Văn Đồng, Phường Mai Dịch, Cầu Giấy, Hà Nội",131.0,Hà Nội,Cầu Giấy,0.0,Nội thất đầy đủ,21.04003287895569,Sổ riêng,105.78053991238632,2.0,3.0,4.0,16.5,Chung cư,batdongsancomvn,1,125.95419847328245
"Dự án Vinhomes D'Capitale, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",74.0,Hà Nội,Cầu Giấy,0.0,Nội thất cơ bản,21.005586580152418,Sổ riêng,105.794503128157,2.0,2.0,4.0,10.0,Chung cư,batdongsancomvn,1,135.13513513513513
"Xi Grand Court, 258, Phố Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh",70.0,Hồ Chí Minh,Quận 10,0.0,,10.7681672534023,Sổ riêng,106.658975564707,2.0,2.0,2.0,6.5,Chung cư,batdongsancomvn,0,92.85714285714286
"Jade Square, Đường Nguyễn Đình Tứ, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",130.0,Hà Nội,Bắc Từ Liêm,0.0,Nội thất đầy đủ,21.0737603965934,Sổ riêng,105.791378754093,3.0,3.0,4.0,14.0,Chung cư,batdongsancomvn,1,107.6923076923077
"Dự án The Harmonie Phú Mỹ Hưng, Đường Võ Văn Kiệt, Phường Định Hòa, Thủ Dầu Một, Bình Dương",70.0,Bình Dương,Thủ Dầu Một,0.0,Nội thất cơ bản,11.041236095300484,Sổ riêng,106.6569194438614,2.0,2.0,1.0,3.5,Chung cư,batdongsancomvn,1,50.0
"Capital Elite, Phạm Hùng, Mỹ Đình 2, Nam Từ Liêm, Hà Nội",105.0,Hà Nội,Nam Từ Liêm,0.0,Nội thất cơ bản,21.018580350838143,Không có,105.78164064060104,2.0,3.0,4.0,12.0,Chung cư,batdongsancomvn,1,114.28571428571429
"Dự án Destino Centro, Đường Quốc lộ 1A, Xã Mỹ Yên, Bến Lức, Long An",36.0,Long An,Bến Lức,0.0,Nội thất cơ bản,10.646601447931287,Sổ riêng,106.54306645945616,1.0,1.0,1.0,1.06,Chung cư,batdongsancomvn,1,29.444444444444443
"Dự án Lạc Hồng Westlake, Phường Phú Thượng, Tây Hồ, Hà Nội",76.6,Hà Nội,Tây Hồ,0.0,,21.08341771910951,Sổ riêng,105.8107984247178,2.0,2.0,4.0,7.8,Chung cư,batdongsancomvn,0,101.82767624020889
"Đường Nguyễn Tư Giản, Phường 12, Gò Vấp, Hồ Chí Minh",23.0,Hồ Chí Minh,Gò Vấp,4.3,Nội thất cơ bản,10.8326701670344,Sổ riêng,106.639221545848,2.0,2.0,2.0,3.38,Nhà riêng,batdongsancomvn,1,146.95652173913044
"Đường La Thành, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",74.0,Hà Nội,Đống Đa,5.0,Nội thất đầy đủ,21.0220739693078,Sổ riêng,105.823823735926,11.0,11.0,8.0,19.0,Nhà riêng,batdongsancomvn,1,256.7567567567568
"Đường Số 2, Phường Tam Phú, Thủ Đức, Hồ Chí Minh",117.0,Hồ Chí Minh,Thủ Đức,6.0,Nội thất cơ bản,10.860812694308958,Sổ riêng,106.74981111752176,2.0,2.0,1.0,5.15,Nhà riêng,batdongsancomvn,1,44.01709401709402
"Đường Nguyễn Văn Nghi, Phường 7, Gò Vấp, Hồ Chí Minh",73.0,Hồ Chí Minh,Gò Vấp,4.0,Không nội thất,10.826914721773733,Sổ riêng,106.68218489338275,3.0,4.0,1.0,10.8,Nhà riêng,batdongsancomvn,1,147.94520547945206
"Đường Nguyễn Gia Trí, Phường 25, Bình Thạnh, Hồ Chí Minh",78.2,Hồ Chí Minh,Bình Thạnh,4.5,Nội thất cơ bản,10.8031871422483,Sổ riêng,106.716364798498,14.0,14.0,5.0,18.5,Nhà riêng,batdongsancomvn,1,236.57289002557545
"Đường Điện Biên Phủ, Phường 3, Quận 3, Hồ Chí Minh",40.2,Hồ Chí Minh,Quận 3,8.0,,10.77120828730552,Sổ riêng,106.6776089491803,3.0,2.0,4.0,7.5,Nhà riêng,batdongsancomvn,0,186.56716417910445
"Đường Phạm Thế Hiển, Phường 5, Quận 8, Hồ Chí Minh",36.4,Hồ Chí Minh,Quận 8,4.3,Nội thất cơ bản,10.7422620807839,Sổ riêng,106.664862511684,3.0,4.0,3.0,5.57,Nhà riêng,batdongsancomvn,1,153.02197802197801
"Đường Hồ Học Lãm, Phường An Lạc, Bình Tân, Hồ Chí Minh",68.0,Hồ Chí Minh,Bình Tân,4.0,,10.7230305471175,Sổ riêng,106.610938158089,5.0,4.0,4.0,5.4,Nhà riêng,batdongsancomvn,0,79.41176470588235
"Đường Ba Vì, Phường 4, Tân Bình, Hồ Chí Minh",45.3,Hồ Chí Minh,Tân Bình,5.0,Nội thất đầy đủ,10.803522220751,Sổ riêng,106.658918841404,8.0,8.0,5.0,10.9,Nhà riêng,batdongsancomvn,1,240.61810154525386
"Đường Nguyễn Hàng, Phường Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng",80.0,Đà Nẵng,Cẩm Lệ,6.87,Nội thất đầy đủ,16.0166274579441,Sổ riêng,108.204997957835,1.0,2.0,3.0,3.7,Nhà riêng,batdongsancomvn,1,46.25
"1979, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",53.0,Hồ Chí Minh,Nhà Bè,5.3,Nội thất đầy đủ,10.6925399646515,Sổ riêng,106.741150273443,5.0,4.0,4.0,7.65,Nhà riêng,batdongsancomvn,1,144.33962264150944
"Đường Thích Quảng Đức, Phường 5, Phú Nhuận, Hồ Chí Minh",47.0,Hồ Chí Minh,Phú Nhuận,8.7,,10.8058099527569,Sổ riêng,106.682099888658,4.0,5.0,4.0,9.6,Nhà riêng,batdongsancomvn,0,204.25531914893617
"Đường Tân Mỹ, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",40.0,Hồ Chí Minh,Quận 7,4.0,Nội thất đầy đủ,10.7501742180572,Sổ riêng,106.719773690733,3.0,4.0,3.0,6.95,Nhà riêng,batdongsancomvn,1,173.75
"Đường Phạm Văn Chiêu, Phường 9, Gò Vấp, Hồ Chí Minh",50.7,Hồ Chí Minh,Gò Vấp,4.0,Nội thất đầy đủ,10.8492126422427,Sổ riêng,106.650786154225,3.0,4.0,4.0,6.68,Nhà riêng,batdongsancomvn,1,131.75542406311635
"Đường Nguyễn Xí, Phường 26, Bình Thạnh, Hồ Chí Minh",60.0,Hồ Chí Minh,Bình Thạnh,4.2,Nội thất đầy đủ,10.815164894915,Sổ riêng,106.707894121685,4.0,5.0,4.0,11.6,Nhà riêng,batdongsancomvn,1,193.33333333333334
"Đường Linh Đông, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",129.0,Hồ Chí Minh,Thủ Đức,5.1,,10.8489986329992,Sổ riêng,106.747570307837,1.0,2.0,1.0,7.8,Nhà riêng,batdongsancomvn,0,60.46511627906977
"Đường Dã Tượng, Phường Phước Long, Nha Trang, Khánh Hòa",65.5,Khánh Hòa,Nha Trang,3.8,Nội thất cơ bản,12.2173115233876,Sổ riêng,109.200116263068,1.0,2.0,1.0,5.8,Nhà riêng,batdongsancomvn,1,88.54961832061069
"Hẻm 28, Đường Phú Thuận, Phường Phú Thuận, Quận 7, Hồ Chí Minh",70.0,Hồ Chí Minh,Quận 7,4.0,,10.7309239394444,Sổ riêng,106.732575160354,5.0,4.0,3.0,7.95,Nhà riêng,batdongsancomvn,0,113.57142857142857
"Đường Số 23, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",128.0,Hồ Chí Minh,Thủ Đức,8.0,,10.8287534090766,Sổ riêng,106.726273670876,6.0,5.0,4.0,18.0,Nhà riêng,batdongsancomvn,0,140.625
"Hẻm KC32, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",15.7,Hồ Chí Minh,Quận 7,5.0,Nội thất đầy đủ,10.751254636092,Sổ riêng,106.722041570832,3.0,2.0,3.0,3.2,Nhà riêng,batdongsancomvn,1,203.82165605095543
"Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",115.0,Hồ Chí Minh,Quận 7,8.2,Nội thất đầy đủ,10.7594032647853,Sổ riêng,106.737586658588,6.0,5.0,3.0,14.0,Biệt thự,batdongsancomvn,1,121.73913043478261
"Dự án The Global City, Phường An Phú, Quận 2, Hồ Chí Minh",95.0,Hồ Chí Minh,Quận 2,8.0,Không nội thất,10.8019132614136,Sổ riêng,106.764747619629,5.0,4.0,5.0,35.0,Biệt thự,batdongsancomvn,1,368.42105263157896
"The Empire - Vinhomes Ocean Park 2, Long Hưng, Văn Giang, Hưng Yên",63.0,Hưng Yên,Văn Giang,5.0,,20.9428447273166,Sổ riêng,105.955213707479,5.0,6.0,5.0,8.75,Biệt thự,batdongsancomvn,0,138.88888888888889
"The Zei Mỹ Đình, 8, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",262.0,Hà Nội,Nam Từ Liêm,7.0,,21.034461786170944,Không có,105.76969687576174,4.0,5.0,5.0,110.04,Biệt thự,batdongsancomvn,0,420.0
"Mỗ Lao, Đường Mỗ Lao, Phường Mỗ Lao, Hà Đông, Hà Nội",50.0,Hà Nội,Hà Đông,7.1,,20.983327597312204,Không có,105.78096491726278,8.0,8.0,5.0,19.0,Biệt thự,batdongsancomvn,0,380.0
"Mỹ Gia, Phố Phùng Hưng, Xã Vĩnh Thái, Nha Trang, Khánh Hòa",100.0,Khánh Hòa,Nha Trang,5.0,Nội thất đầy đủ,12.239215128194571,Không có,109.16484530080588,4.0,4.0,3.0,8.7,Biệt thự,batdongsancomvn,1,87.0
"Vinhomes Green Bay Mễ Trì, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",150.0,Hà Nội,Nam Từ Liêm,7.0,Nội thất đầy đủ,20.999062629941506,Sổ riêng,105.7880069365661,5.0,5.0,5.0,110.0,Biệt thự,batdongsancomvn,1,733.3333333333334
"Harbor Bay Hạ Long, Bãi Cháy, Hạ Long, Quảng Ninh",75.0,Quảng Ninh,Hạ Long,6.5,Nội thất đầy đủ,20.964325817092284,Không có,107.04729410572776,6.0,6.0,5.0,10.5,Biệt thự,batdongsancomvn,1,140.0
"Vườn Đào, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội",203.0,Hà Nội,Tây Hồ,12.0,Nội thất đầy đủ,21.080021607810114,Sổ riêng,105.81453729085152,6.0,6.0,4.0,116.0,Biệt thự,batdongsancomvn,1,571.4285714285714
"Khu đô thị Nam Thăng Long - Ciputra, Phú Thượng, Tây Hồ, Hà Nội",200.0,Hà Nội,Tây Hồ,10.0,Nội thất đầy đủ,21.073681173589616,Sổ riêng,105.8239421408936,5.0,5.0,3.0,70.0,Biệt thự,batdongsancomvn,1,350.0
"Khu đô thị Nam Thăng Long - Ciputra, Nguyễn Hoàng Tôn, Phú Thượng, Tây Hồ, Hà Nội",126.0,Hà Nội,Tây Hồ,10.0,Nội thất cơ bản,21.0729946387514,Sổ riêng,105.823143181784,5.0,5.0,3.0,43.47,Biệt thự,batdongsancomvn,1,345.0
"Dự án Vinhomes Green Paradise, Xã Long Hòa, Cần Giờ, Hồ Chí Minh",75.0,Hồ Chí Minh,Cần Giờ,8.5,,10.386748302695286,Không có,106.92001394097257,3.0,3.5,3.5,9.9,Biệt thự,batdongsancomvn,0,132.0
"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",65.0,Hưng Yên,Văn Giang,5.0,,20.9426376792479,Không có,105.955871651693,5.0,5.0,5.0,9.5,Biệt thự,batdongsancomvn,0,146.15384615384616
"Đường Bình An 7, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",96.0,Đà Nẵng,Hải Châu,5.1,,16.0426595027539,Sổ riêng,108.214995405712,2.0,3.0,2.0,8.5,Nhà riêng,batdongsancomvn,0,88.54166666666667
"Đường Tạ Quang Bửu, Phường 5, Quận 8, Hồ Chí Minh",92.0,Hồ Chí Minh,Quận 8,5.0,,10.7341353004165,Sổ riêng,106.657870616624,3.0,4.0,5.0,35.0,Nhà riêng,batdongsancomvn,0,380.4347826086956
"Đường Lũy Bán Bích, Phường Tân Thành, Tân Phú, Hồ Chí Minh",230.0,Hồ Chí Minh,Tân Phú,8.0,Nội thất đầy đủ,10.7906946422053,Sổ riêng,106.637020797729,5.0,4.0,1.0,35.0,Nhà riêng,batdongsancomvn,1,152.17391304347825
"Đường Nguyễn Văn Tiết, Phường Lái Thiêu, Thuận An, Bình Dương",100.0,Bình Dương,Thuận An,6.0,Nội thất cơ bản,10.9175411958752,Sổ riêng,106.710167975385,5.0,4.0,3.0,5.6,Nhà riêng,batdongsancomvn,1,56.0
"Đường Hoàng Hoa Thám, Phường 12, Tân Bình, Hồ Chí Minh",158.0,Hồ Chí Minh,Tân Bình,6.0,Nội thất đầy đủ,10.8081784916869,Sổ riêng,106.688322762079,4.0,4.0,2.0,27.0,Nhà riêng,batdongsancomvn,1,170.8860759493671
"Đường Lê Trọng Tấn, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",160.0,Hồ Chí Minh,Tân Phú,5.0,,10.8071470653454,Sổ riêng,106.6234932727,8.0,8.0,5.0,17.8,Nhà riêng,batdongsancomvn,0,111.25
"Đường Lũy Bán Bích, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh",254.0,Hồ Chí Minh,Tân Phú,5.0,,10.7780904607793,Sổ riêng,106.63484485447,5.0,4.0,4.0,45.0,Nhà riêng,batdongsancomvn,0,177.16535433070865
"Đường Lê Văn Thọ, Phường 9, Gò Vấp, Hồ Chí Minh",312.0,Hồ Chí Minh,Gò Vấp,8.0,,10.8468461926524,Sổ riêng,106.656506430016,3.0,4.0,4.0,35.0,Nhà riêng,batdongsancomvn,0,112.17948717948718
"An Khánh, Thủ Đức, Hồ Chí Minh",100.0,Hồ Chí Minh,Thủ Đức,5.0,,10.7831413919905,Hợp đồng,106.736712397797,3.0,4.0,4.0,10.0,Nhà riêng,batdongsancomvn,0,100.0
"Đường ĐT 743B, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",453.3,Bình Dương,Dĩ An,8.8,,10.9154173197803,Sổ riêng,106.769125704857,8.0,8.0,1.0,15.8,Nhà riêng,batdongsancomvn,0,34.85550408118244
"Phố Lý Thường Kiệt, Phường Dĩ An, Dĩ An, Bình Dương",84.0,Bình Dương,Dĩ An,6.0,,10.9083811476928,Không có,106.758156528789,2.0,2.0,2.0,8.0,Nhà riêng,batdongsancomvn,0,95.23809523809524
"Đường Số 53, Phường Tân Quy, Quận 7, Hồ Chí Minh",92.0,Hồ Chí Minh,Quận 7,14.0,Nội thất đầy đủ,10.7406456473244,Sổ riêng,106.714814515952,2.0,4.0,2.0,13.6,Nhà riêng,batdongsancomvn,1,147.82608695652175
"Đường Số 37, Phường Tân Quy, Quận 7, Hồ Chí Minh",90.0,Hồ Chí Minh,Quận 7,5.0,Nội thất đầy đủ,10.7445430657145,Sổ riêng,106.713722395612,1.0,1.0,1.0,14.8,Nhà riêng,batdongsancomvn,1,164.44444444444446
"Đường Số 75, Phường Tân Phong, Quận 7, Hồ Chí Minh",90.0,Hồ Chí Minh,Quận 7,6.0,Nội thất đầy đủ,10.7380926183274,Sổ riêng,106.705146795779,3.0,4.0,2.0,12.5,Nhà riêng,batdongsancomvn,1,138.88888888888889
"Đường Lâm Văn Bền, Phường Bình Thuận, Quận 7, Hồ Chí Minh",317.0,Hồ Chí Minh,Quận 7,8.0,Nội thất đầy đủ,10.7438101418395,Sổ riêng,106.715902866756,3.0,4.0,1.0,30.0,Nhà riêng,batdongsancomvn,1,94.6372239747634
"Đường Tân Mỹ, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",160.0,Hồ Chí Minh,Quận 7,5.0,,10.7502605228511,Sổ riêng,106.719674599374,7.0,7.0,2.0,13.2,Nhà riêng,batdongsancomvn,0,82.5
"Đường Đoàn Văn Bơ, Phường 16, Quận 4, Hồ Chí Minh",28.0,Hồ Chí Minh,Quận 4,3.33,,10.7571259076329,Sổ riêng,106.713293586793,3.0,3.0,3.0,6.0,Nhà riêng,batdongsancomvn,0,214.28571428571428
"Đường Lê Quang Đạo, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",85.0,Đà Nẵng,Ngũ Hành Sơn,5.0,,16.051102264236,Không có,108.24525615399,5.0,5.0,3.0,27.5,Nhà riêng,batdongsancomvn,0,323.52941176470586
"Đường Đê La Thành, Phường Giảng Võ, Ba Đình, Hà Nội",86.0,Hà Nội,Ba Đình,5.0,,21.0162039892106,Không có,105.832573967117,5.0,5.0,5.0,59.0,Nhà riêng,batdongsancomvn,0,686.046511627907
"Đường Phan Kế Bính, Phường Kim Mã, Ba Đình, Hà Nội",100.0,Hà Nội,Ba Đình,5.5,,21.0346915688201,Không có,105.809849699375,5.0,5.0,5.0,45.0,Nhà riêng,batdongsancomvn,0,450.0
"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",76.0,Hà Nội,Nam Từ Liêm,0.0,,21.0050742101353,Không có,105.742133177025,2.0,3.0,4.0,5.6,Chung cư,batdongsancomvn,0,73.6842105263158
"Dự án Vinhomes West Point, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",100.0,Hà Nội,Nam Từ Liêm,0.0,Nội thất đầy đủ,21.011414396338527,Không có,105.78670130695546,2.0,3.0,4.0,10.5,Chung cư,batdongsancomvn,1,105.0
"Golden Park Tower, Số 2, Đường Phạm Văn Bạch, Phường Yên Hòa, Cầu Giấy, Hà Nội",92.0,Hà Nội,Cầu Giấy,0.0,Nội thất cơ bản,21.02656453527408,Sổ riêng,105.78800494734064,2.0,3.0,4.0,11.3,Chung cư,batdongsancomvn,1,122.82608695652173
"Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội",70.0,Hà Nội,Đống Đa,0.0,Nội thất đầy đủ,21.0103864084502,Sổ riêng,105.818455702287,2.0,2.0,4.0,3.2,Chung cư,batdongsancomvn,1,45.714285714285715
"Kingston Residence, 146, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh",77.0,Hồ Chí Minh,Phú Nhuận,0.0,,10.7987610978338,Hợp đồng,106.671398378438,2.0,2.0,2.0,7.2,Chung cư,batdongsancomvn,0,93.50649350649351
"Diamond Island, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",117.0,Hồ Chí Minh,Quận 2,0.0,,10.778922776245585,Không có,106.747244756762,2.0,2.0,2.0,14.7,Chung cư,batdongsancomvn,0,125.64102564102564
"Dự án MHD Trung Văn, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội",106.0,Hà Nội,Nam Từ Liêm,0.0,Nội thất đầy đủ,20.99241889335282,Sổ riêng,105.78571231820828,2.0,3.0,4.0,9.0,Chung cư,batdongsancomvn,1,84.90566037735849
"Dự án The Zurich - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội",41.8,Hà Nội,Gia Lâm,0.0,Nội thất cao cấp,20.993731842020516,Không có,105.949536943727,1.0,1.0,4.0,3.02,Chung cư,batdongsancomvn,1,72.2488038277512
"Kingston Residence, Đường Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Hồ Chí Minh",91.0,Hồ Chí Minh,Phú Nhuận,0.0,Nội thất đầy đủ,10.798842646100407,Sổ riêng,106.67038090280852,2.0,3.0,2.0,10.0,Chung cư,batdongsancomvn,1,109.89010989010988
"Republic Plaza, 18E, Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh",52.0,Hồ Chí Minh,Tân Bình,0.0,Nội thất đầy đủ,10.8006800031711,Hợp đồng,106.66074581599,1.0,1.0,2.0,2.65,Chung cư,batdongsancomvn,1,50.96153846153846
"Diamond Island, Bình Trưng Tây, Quận 2, Hồ Chí Minh",48.0,Hồ Chí Minh,Quận 2,0.0,Nội thất đầy đủ,10.7793751523379,Không có,106.747502407141,1.0,1.0,2.0,4.9,Chung cư,batdongsancomvn,1,102.08333333333333
"Sky Center, Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh",42.0,Hồ Chí Minh,Tân Bình,0.0,,10.806108371018226,Không có,106.66643165975582,1.0,1.0,2.0,3.29,Chung cư,batdongsancomvn,0,78.33333333333333
"Feliz En Vista, Phan Văn Đáng, Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",58.0,Hồ Chí Minh,Quận 2,0.0,Nội thất đầy đủ,10.776959209768794,Sổ riêng,106.7557110442454,1.0,1.0,2.0,6.7,Chung cư,batdongsancomvn,1,115.51724137931035
"Dự án 113 Trung Kính, Phố Nguyễn Như Uyên, Phường Yên Hòa, Cầu Giấy, Hà Nội",128.7,Hà Nội,Cầu Giấy,0.0,Nội thất đầy đủ,21.02070090351945,Sổ riêng,105.7892640436319,2.0,3.0,4.0,11.589,Chung cư,batdongsancomvn,1,90.04662004662005
"Dự án chung cư Lakeside Garden, Phường Đông Khê, Ngô Quyền, Hải Phòng",65.0,Hải Phòng,Ngô Quyền,0.0,,20.84837149318479,Không có,106.70890320234616,2.0,2.0,1.0,3.0,Chung cư,batdongsancomvn,0,46.15384615384615
"The Estella, Xa Lộ Hà Nội, An Phú, Quận 2, Hồ Chí Minh",98.0,Hồ Chí Minh,Quận 2,0.0,Nội thất đầy đủ,10.7999751054449,Sổ riêng,106.749094269015,2.0,2.0,2.0,9.5,Chung cư,batdongsancomvn,1,96.93877551020408
"Dự án The Matrix One, Đường Lê Quang Đạo, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",114.0,Hà Nội,Nam Từ Liêm,0.0,Nội thất cao cấp,21.00927055697483,Sổ riêng,105.77360355824594,2.0,3.0,4.0,14.5,Chung cư,batdongsancomvn,1,127.19298245614036
"Dự án Căn hộ DEFINE, Đường Số 60 - TML, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",220.0,Hồ Chí Minh,Quận 2,0.0,Nội thất cơ bản,10.7787678312672,Hợp đồng,106.756608376663,4.0,3.0,2.0,30.0,Chung cư,batdongsancomvn,1,136.36363636363637
"Đường Ba Vì, Phường 4, Tân Bình, Hồ Chí Minh",45.3,Hồ Chí Minh,Tân Bình,5.0,Nội thất đầy đủ,10.803522220751,Sổ riêng,106.658918841404,8.0,8.0,5.0,10.9,Nhà riêng,batdongsancomvn,1,240.61810154525386
"Đường Nguyễn Hàng, Phường Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng",80.0,Đà Nẵng,Cẩm Lệ,6.87,Nội thất đầy đủ,16.0166274579441,Sổ riêng,108.204997957835,1.0,2.0,3.0,3.7,Nhà riêng,batdongsancomvn,1,46.25
"1979, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",53.0,Hồ Chí Minh,Nhà Bè,5.3,Nội thất đầy đủ,10.6925399646515,Sổ riêng,106.741150273443,5.0,4.0,4.0,7.65,Nhà riêng,batdongsancomvn,1,144.33962264150944
"Đường Thích Quảng Đức, Phường 5, Phú Nhuận, Hồ Chí Minh",47.0,Hồ Chí Minh,Phú Nhuận,8.7,,10.8058099527569,Sổ riêng,106.682099888658,4.0,5.0,4.0,9.6,Nhà riêng,batdongsancomvn,0,204.25531914893617
"Đường Tân Mỹ, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",40.0,Hồ Chí Minh,Quận 7,4.0,Nội thất đầy đủ,10.7501742180572,Sổ riêng,106.719773690733,3.0,4.0,3.0,6.95,Nhà riêng,batdongsancomvn,1,173.75
"Đường Phạm Văn Chiêu, Phường 9, Gò Vấp, Hồ Chí Minh",50.7,Hồ Chí Minh,Gò Vấp,4.0,Nội thất đầy đủ,10.8492126422427,Sổ riêng,106.650786154225,3.0,4.0,4.0,6.68,Nhà riêng,batdongsancomvn,1,131.75542406311635
"Đường Nguyễn Xí, Phường 26, Bình Thạnh, Hồ Chí Minh",60.0,Hồ Chí Minh,Bình Thạnh,4.2,Nội thất đầy đủ,10.815164894915,Sổ riêng,106.707894121685,4.0,5.0,4.0,11.6,Nhà riêng,batdongsancomvn,1,193.33333333333334
"Đường Linh Đông, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",129.0,Hồ Chí Minh,Thủ Đức,5.1,,10.8489986329992,Sổ riêng,106.747570307837,1.0,2.0,1.0,7.8,Nhà riêng,batdongsancomvn,0,60.46511627906977
"Đường Dã Tượng, Phường Phước Long, Nha Trang, Khánh Hòa",65.5,Khánh Hòa,Nha Trang,3.8,Nội thất cơ bản,12.2173115233876,Sổ riêng,109.200116263068,1.0,2.0,1.0,5.8,Nhà riêng,batdongsancomvn,1,88.54961832061069
"Hẻm 28, Đường Phú Thuận, Phường Phú Thuận, Quận 7, Hồ Chí Minh",70.0,Hồ Chí Minh,Quận 7,4.0,,10.7309239394444,Sổ riêng,106.732575160354,5.0,4.0,3.0,7.95,Nhà riêng,batdongsancomvn,0,113.57142857142857
"Đường Số 23, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",128.0,Hồ Chí Minh,Thủ Đức,8.0,,10.8287534090766,Sổ riêng,106.726273670876,6.0,5.0,4.0,18.0,Nhà riêng,batdongsancomvn,0,140.625
"Hẻm KC32, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",15.7,Hồ Chí Minh,Quận 7,5.0,Nội thất đầy đủ,10.751254636092,Sổ riêng,106.722041570832,3.0,2.0,3.0,3.2,Nhà riêng,batdongsancomvn,1,203.82165605095543
"Đường Nguyễn Văn Khối, Phường 11, Gò Vấp, Hồ Chí Minh",70.0,Hồ Chí Minh,Gò Vấp,5.0,Nội thất cơ bản,10.8432582436705,Sổ riêng,106.650563462202,2.0,2.0,2.0,5.95,Nhà riêng,batdongsancomvn,1,85.0
"Đường Đất Mới, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",37.0,Hồ Chí Minh,Bình Tân,4.0,,10.7667715071497,Không có,106.609996658825,2.0,2.0,2.0,4.7,Nhà riêng,batdongsancomvn,0,127.02702702702703
"Dự án Sài Gòn Mới, Đường Đào Tông Nguyên, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",50.0,Hồ Chí Minh,Nhà Bè,6.0,Nội thất đầy đủ,10.685460423026075,Sổ riêng,106.74705019877888,3.0,4.0,3.0,6.9,Nhà riêng,batdongsancomvn,1,138.0
"Hẻm 86, Đường Thích Quảng Đức, Phường 5, Phú Nhuận, Hồ Chí Minh",27.0,Hồ Chí Minh,Phú Nhuận,4.3,Nội thất đầy đủ,10.8052622356111,Sổ riêng,106.682142108319,3.0,4.0,3.0,6.15,Nhà riêng,batdongsancomvn,1,227.77777777777777
"Đường Hoàng Minh Chánh, Phường Hóa An, Biên Hòa, Đồng Nai",60.0,Đồng Nai,Biên Hòa,4.25,Nội thất cơ bản,10.9354501417148,Sổ riêng,106.800734273697,2.0,3.0,2.0,2.65,Nhà riêng,batdongsancomvn,1,44.166666666666664
