,property_type,price,area,area_unit,n_bedrooms,n_bathrooms,n_floors,dimension_2,address,city_province,district,legal_docs,facing_direction,front_width,balcony_direction,raw_price,raw_area,raw_n_bedrooms,raw_n_bathrooms,scraper
2835,Nhà hẻm ngõ,4.5,59.0,m²,3.0,,1.0,11.0,"Phường 2, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,Đông Bắc,4.7,,4.5,"59 m²(4,7x11,0)",3 phòng,,Thiên
2836,Nhà mặt tiền,4.99,522.0,m²,4.0,4.0,2.0,7.0,"134, Đường Phùng Hưng, Phường Lộc Tiến, TP. Bảo Lộc, Lâm Đồng",Lâm Đồng,TP. Bảo Lộc,Giấy tờ hợp lệ,Tây Bắc,10.0,Tây Bắc,4.99,"522 m²(10,0x7,0)",4 phòng,4 WC,Thiên
2837,Nhà mặt tiền,4.3,63.0,m²,3.0,,,17.0,"Phường 5, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,Bắc,8.0,,4.3,"63 m²(8,0x17,0)",3 phòng,,Thiên
2838,Nhà hẻm ngõ,4.0,100.0,m²,2.0,2.0,,20.0,"Phường 10, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,5.0,,4.0,"100 m²(5,0x20,0)",2 phòng,2 WC,Thiên
2839,Nhà hẻm ngõ,4.5,288.0,m²,2.0,2.0,1.0,19.0,"Phường 12, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,Tây Nam,15.0,,4.5,"288 m²(15,0x19,0)",2 phòng,2 WC,Thiên
2840,Nhà hẻm ngõ,4.0,77.0,m²,2.0,2.0,,15.0,"Phường 12, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,Đông Nam,5.3,,4.0,"77 m²(5,3x15,0)",2 phòng,2 WC,Thiên
2841,Nhà hẻm ngõ,4.2,76.0,m²,2.0,2.0,,15.0,"Phường 2, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,Tây Bắc,4.3,,4.2,"76 m²(4,3x15,0)",2 phòng,2 WC,Thiên
2842,Nhà hẻm ngõ,5.5,83.0,m²,2.0,1.0,,13.0,"Phường 10, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,Tây Nam,6.0,,5.5,"83 m²(6,0x13,0)",2 phòng,1 WC,Thiên
2843,Nhà mặt tiền,4.5,120.0,m²,2.0,,,16.0,"Phường 12, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,Đông Bắc,18.0,,4.5,"120 m²(18,0x16,0)",2 phòng,,Thiên
2844,Nhà hẻm ngõ,4.2,94.0,m²,2.0,2.0,,17.0,"Phường 4, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,Đông Nam,5.4,,4.2,"94 m²(5,4x17,0)",2 phòng,2 WC,Thiên
2845,Nhà hẻm ngõ,4.7,259.0,m²,4.0,4.0,,20.0,"Phường 10, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,Đông Bắc,15.0,,4.7,"259 m²(15,0x20,0)",4 phòng,4 WC,Thiên
2846,Nhà hẻm ngõ,3.8,109.0,m²,2.0,,,16.5,"Phường 12, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,Đông Nam,6.8,,3.8,"109 m²(6,8x16,5)",2 phòng,,Thiên
2847,Nhà mặt tiền,300.0,1067.0,m²,11.0,7.0,3.0,,"Phường 1, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,,,300.0,1.067 m²,11 phòng,7 WC,Thiên
2848,Nhà hẻm ngõ,3.5,67.0,m²,2.0,2.0,1.0,9.0,"Phường 6, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,Tây Bắc,8.6,,3.5,"67 m²(8,6x9,0)",2 phòng,2 WC,Thiên
2849,Nhà hẻm ngõ,3.8,41.0,m²,2.0,,1.0,10.0,"Phường 10, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,Đông Nam,4.0,,3.8,"41 m²(4,0x10,0)",2 phòng,,Thiên
2850,Nhà hẻm ngõ,3.55,375.0,m²,3.0,,,,"Xã Gia Lâm, Huyện Lâm Hà, Lâm Đồng",Lâm Đồng,Huyện Lâm Hà,Giấy tờ hợp lệ,,,,3.55,375 m²,3 phòng,,Thiên
2851,Nhà hẻm ngõ,3.85,100.0,m²,3.0,,1.0,25.0,"Phường 9, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,4.0,,3.85,"100 m²(4,0x25,0)",3 phòng,,Thiên
2852,Nhà mặt tiền,4.6,68.0,m²,2.0,2.0,1.0,15.8,"Phường 2, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,Đông Nam,5.0,,4.6,"68 m²(5,0x15,8)",2 phòng,2 WC,Thiên
2853,Nhà hẻm ngõ,3.05,45.0,m²,3.0,2.0,1.0,11.0,"Phường 7, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,Tây Bắc,4.4,,3.05,"45 m²(4,4x11,0)",3 phòng,2 WC,Thiên
2854,Nhà hẻm ngõ,3.3,32.0,m²,3.0,3.0,3.0,6.8,"Phường 12, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,4.8,,3.3,"32 m²(4,8x6,8)",3 phòng,3 WC,Thiên
2855,Nhà hẻm ngõ,4.5,1050.0,m²,1.0,2.0,1.0,45.0,"Thị Trấn Nam Ban, Huyện Lâm Hà, Lâm Đồng",Lâm Đồng,Huyện Lâm Hà,Giấy tờ hợp lệ,Đông,25.0,,4.5,"1.050 m²(25,0x45,0)",1 phòng,2 WC,Thiên
2856,Nhà hẻm ngõ,3.95,36.0,m²,3.0,,,8.0,"Phường 2, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,Đông Nam,4.0,,3.95,"36 m²(4,0x8,0)",3 phòng,,Thiên
2857,Biệt thự,27.0,360.0,m²,5.0,3.0,2.0,,"Phường 9, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,,,27.0,360 m²,5 phòng,3 WC,Thiên
2858,Nhà mặt tiền,17.0,171.0,m²,5.0,4.0,3.0,,"Phường 2, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,,,17.0,171 m²,5 phòng,4 WC,Thiên
2859,Nhà hẻm ngõ,5.0,99.0,m²,5.0,4.0,,20.0,"Phường 3, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,5.0,,5.0,"99 m²(5,0x20,0)",5 phòng,4 WC,Thiên
2860,Nhà hẻm ngõ,3.5,60.0,m²,4.0,5.0,2.0,12.0,"Phường 12, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,Đông Nam,5.0,,3.5,"60 m²(5,0x12,0)",4 phòng,5 WC,Thiên
2861,Nhà hẻm ngõ,1.8,210.0,m²,1.0,1.0,,21.0,"Lộc Châu, TP. Bảo Lộc, Lâm Đồng",Lâm Đồng,TP. Bảo Lộc,Giấy tờ hợp lệ,,10.0,,1.8,"210 m²(10,0x21,0)",1 phòng,1 WC,Thiên
2862,Biệt thự,3.5,447.0,m²,3.0,3.0,1.0,47.0,"Xã Gia Lâm, Huyện Lâm Hà, Lâm Đồng",Lâm Đồng,Huyện Lâm Hà,Giấy tờ hợp lệ,Tây Bắc,10.0,,3.5,"447 m²(10,0x47,0)",3 phòng,3 WC,Thiên
2863,Nhà mặt tiền,13.5,340.0,m²,9.0,7.0,,20.0,"Phường 10, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,17.0,,13.5,"340 m²(17,0x20,0)",9 phòng,7 WC,Thiên
2864,Nhà hẻm ngõ,6.0,32.0,m²,1.0,1.0,,10.0,"Phường 2, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,4.0,,6.0,"32 m²(4,0x10,0)",1 phòng,1 WC,Thiên
2865,Biệt thự,8.5,360.0,m²,4.0,4.0,,36.0,"Thị Trấn Lạc Dương, Huyện Lạc Dương, Lâm Đồng",Lâm Đồng,Huyện Lạc Dương,Giấy tờ hợp lệ,,10.0,,8.5,"360 m²(10,0x36,0)",4 phòng,4 WC,Thiên
2866,Biệt thự,3.5,841.0,m²,2.0,1.0,,25.0,"Thị Trấn Lạc Dương, Huyện Lạc Dương, Lâm Đồng",Lâm Đồng,Huyện Lạc Dương,Giấy tờ hợp lệ,,17.0,,3.5,"841 m²(17,0x25,0)",2 phòng,1 WC,Thiên
2867,Nhà mặt tiền,10.9,102.0,m²,4.0,4.0,4.0,,"Phường 6, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,,,10.9,102 m²,4 phòng,4 WC,Thiên
2868,Nhà mặt tiền,8.7,150.0,m²,8.0,7.0,2.0,15.0,"A40, Đường Tô Vĩnh Diện, Phường 6, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Sổ hồng,,10.0,,8.7,"150 m²(10,0x15,0)",8 phòng,7 WC,Thiên
2869,Nhà hẻm ngõ,6.0,68.0,m²,5.0,4.0,3.0,17.0,"Phường 8, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,4.0,,6.0,"68 m²(4,0x17,0)",5 phòng,4 WC,Thiên
2870,Biệt thự,10.5,1151.0,m²,2.0,2.0,1.0,57.0,"Xã Tà Nung, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,21.0,,10.5,"1.151 m²(21,0x57,0)",2 phòng,2 WC,Thiên
2871,Biệt thự,5.2,500.0,m²,2.0,2.0,1.0,42.0,"Phường 7, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,12.0,,5.2,"500 m²(12,0x42,0)",2 phòng,2 WC,Thiên
2872,Nhà hẻm ngõ,4.5,1000.0,m²,3.0,4.0,2.0,50.0,"Thị Trấn Nam Ban, Huyện Lâm Hà, Lâm Đồng",Lâm Đồng,Huyện Lâm Hà,Giấy tờ hợp lệ,Đông,20.0,,4.5,"1.000 m²(20,0x50,0)",3 phòng,4 WC,Thiên
2873,Nhà mặt tiền,15.0,5000.0,m²,3.0,2.0,2.0,100.0,"Xã Gia Lâm, Huyện Lâm Hà, Lâm Đồng",Lâm Đồng,Huyện Lâm Hà,Giấy tờ hợp lệ,Đông,50.0,,15.0,"5.000 m²(50,0x100,0)",3 phòng,2 WC,Thiên
2874,Nhà hẻm ngõ,0.95,556.0,m²,2.0,1.0,1.0,28.0,"401, Đường Đinh Công Tráng, Lộc Châu, TP. Bảo Lộc, Lâm Đồng",Lâm Đồng,TP. Bảo Lộc,Sổ hồng,Đông Bắc,19.0,Đông Bắc,0.95,"556 m²(19,0x28,0)",2 phòng,1 WC,Thiên
2875,Nhà mặt tiền,8.5,63.0,m²,6.0,6.0,,6.6,"Phường 4, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,11.0,,8.5,"63 m²(11,0x6,6)",6 phòng,6 WC,Thiên
2876,Nhà hẻm ngõ,3.55,375.0,m²,3.0,,,,"Xã Gia Lâm, Huyện Lâm Hà, Lâm Đồng",Lâm Đồng,Huyện Lâm Hà,Giấy tờ hợp lệ,,,,3.55,375 m²,3 phòng,,Thiên
2877,Biệt thự,2.97,540.0,m²,3.0,2.0,2.0,30.0,"Đường Lý Thái Tổ, Xã Đạm Bri, TP. Bảo Lộc, Lâm Đồng",Lâm Đồng,TP. Bảo Lộc,Sổ hồng,Tây Bắc,18.0,Tây Bắc,2.97,"540 m²(18,0x30,0)",3 phòng,2 WC,Thiên
2878,Biệt thự,3.5,500.0,m²,3.0,2.0,1.0,50.0,"Xã Gia Lâm, Huyện Lâm Hà, Lâm Đồng",Lâm Đồng,Huyện Lâm Hà,Giấy tờ hợp lệ,Tây Bắc,10.0,,3.5,"500 m²(10,0x50,0)",3 phòng,2 WC,Thiên
2879,Biệt thự,3.7,600.0,m²,3.0,2.0,1.0,60.0,"Xã Gia Lâm, Huyện Lâm Hà, Lâm Đồng",Lâm Đồng,Huyện Lâm Hà,Giấy tờ hợp lệ,Đông Nam,10.0,,3.7,"600 m²(10,0x60,0)",3 phòng,2 WC,Thiên
2880,Nhà mặt tiền,0.799,595.0,m²,2.0,1.0,,29.8,"Lộc Châu, TP. Bảo Lộc, Lâm Đồng",Lâm Đồng,TP. Bảo Lộc,Giấy tờ hợp lệ,Tây Nam,20.0,,0.799,"595 m²(20,0x29,8)",2 phòng,1 WC,Thiên
2881,Nhà mặt tiền,3.7,151.0,m²,2.0,2.0,,30.0,"Thị Trấn Nam Ban, Huyện Lâm Hà, Lâm Đồng",Lâm Đồng,Huyện Lâm Hà,Giấy tờ hợp lệ,Đông Bắc,5.0,,3.7,"151 m²(5,0x30,0)",2 phòng,2 WC,Thiên
2882,Nhà hẻm ngõ,2.5,161.0,m²,2.0,3.0,,23.0,"Phường Lộc Tiến, TP. Bảo Lộc, Lâm Đồng",Lâm Đồng,TP. Bảo Lộc,Giấy tờ hợp lệ,,7.0,,2.5,"161 m²(7,0x23,0)",2 phòng,3 WC,Thiên
2883,Biệt thự,29.0,312.0,m²,9.0,10.0,3.0,25.0,"Đường An Sơn, Phường 4, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Sổ hồng,Đông Bắc,12.0,,29.0,"312 m²(12,0x25,0)",9 phòng,10 WC,Thiên
2884,Biệt thự,10.5,1151.0,m²,2.0,2.0,1.0,57.0,"Xã Tà Nung, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Sổ đỏ,,21.0,,10.5,"1.151 m²(21,0x57,0)",2 phòng,2 WC,Thiên
2885,Biệt thự,11.5,200.0,m²,4.0,3.0,1.0,20.0,"Đường Nam Hồ, Phường 11, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Sổ hồng,Nam,10.0,,11.5,"200 m²(10,0x20,0)",4 phòng,3 WC,Thiên
2886,Nhà hẻm ngõ,5.2,500.0,m²,2.0,2.0,1.0,42.0,"Đường Phước Thành, Phường 7, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Sổ đỏ,,22.0,,5.2,"500 m²(22,0x42,0)",2 phòng,2 WC,Thiên
2887,Nhà mặt tiền,3.0,246.0,m²,3.0,,,,"Phường 2, TP. Bảo Lộc, Lâm Đồng",Lâm Đồng,TP. Bảo Lộc,Giấy tờ hợp lệ,,,,3.0,246 m²,3 phòng,,Thiên
2888,Nhà mặt tiền,0.63,220.0,m²,2.0,,,25.0,"Phường 2, TP. Bảo Lộc, Lâm Đồng",Lâm Đồng,TP. Bảo Lộc,Giấy tờ hợp lệ,,8.0,,0.63,"220 m²(8,0x25,0)",2 phòng,,Thiên
2889,Nhà mặt tiền,15.0,99.0,m²,4.0,6.0,3.0,18.0,"Phường 1, TP. Bảo Lộc, Lâm Đồng",Lâm Đồng,TP. Bảo Lộc,Giấy tờ hợp lệ,Tây Bắc,5.5,,15.0,"99 m²(5,5x18,0)",4 phòng,6 WC,Thiên
2890,Nhà hẻm ngõ,1.55,61.0,m²,2.0,2.0,,12.0,"Phường 8, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,4.0,,1.55,"61 m²(4,0x12,0)",2 phòng,2 WC,Thiên
2891,Biệt thự,11.5,200.0,m²,4.0,3.0,,20.0,"Phường 11, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,10.0,,11.5,"200 m²(10,0x20,0)",4 phòng,3 WC,Thiên
2892,Biệt thự,36.0,500.0,m²,5.0,5.0,,25.0,"Đường Trần Nhân Tông, Phường 8, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Sổ đỏ,,20.0,,36.0,"500 m²(20,0x25,0)",5 phòng,5 WC,Thiên
2893,Nhà mặt tiền,13.5,80.0,m²,4.0,4.0,3.0,,"Phường 4, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,,,13.5,80 m²,4 phòng,4 WC,Thiên
2894,Biệt thự,13.9,203.0,m²,6.0,6.0,3.0,,"Phường 7, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,,,13.9,203 m²,6 phòng,6 WC,Thiên
2895,Biệt thự,34.0,378.0,m²,7.0,5.0,2.0,26.0,"Phường 8, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,14.0,,34.0,"378 m²(14,0x26,0)",7 phòng,5 WC,Thiên
2896,Nhà mặt tiền,18.0,335.0,m²,6.0,5.0,2.0,,"Phường 11, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,,,18.0,335 m²,6 phòng,5 WC,Thiên
2897,Nhà hẻm ngõ,2.8,43.0,m²,2.0,1.0,2.0,6.7,"Phường 2, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,Đông Bắc,7.6,,2.8,"43 m²(7,6x6,7)",2 phòng,1 WC,Thiên
2898,Biệt thự,29.0,594.0,m²,,,,,"TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Sổ hồng,,,,29.0,594 m²,,,Thiên
2899,Biệt thự,6.5,43.0,m²,4.0,3.0,,9.0,"Phường 3, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,5.0,,6.5,"43 m²(5,0x9,0)",4 phòng,3 WC,Thiên
2900,Nhà mặt tiền,27.0,121.0,m²,5.0,6.0,,24.0,"Phường 9, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,5.0,,27.0,"121 m²(5,0x24,0)",5 phòng,6 WC,Thiên
2901,Nhà mặt tiền,1.2,200.0,m²,4.0,,,20.0,"Phường 11, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,10.0,,1.2,"200 m²(10,0x20,0)",4 phòng,,Thiên
2902,Nhà hẻm ngõ,0.599,100.0,m²,1.0,,,20.0,"Phường 3, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,5.0,,0.599,"100 m²(5,0x20,0)",1 phòng,,Thiên
2903,Mặt tiền,10.0,220.0,m²,5.0,5.0,3.0,20.0,"Phường 5, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,11.0,,10.0,"220 m²(11,0x20,0)",5 phòng,5 WC,Thiên
2904,Mặt tiền,8.2,75.0,m²,5.0,5.0,,16.0,"Phường 8, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,5.5,,8.2,"75 m²(5,5x16,0)",5 phòng,5 WC,Thiên
2905,Mặt tiền,21.0,300.0,m²,,,,17.0,"Đường Xuân Thành, Phường 11, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Sổ hồng,,17.0,,21.0,"300 m²(17,0x17,0)",,,Thiên
2906,Mặt tiền,6.5,53.0,m²,2.0,2.0,2.0,10.0,"Đường Thủ Khoa Huân, Phường 1, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Sổ hồng,,5.0,,6.5,"53 m²(5,0x10,0)",2 phòng,2 WC,Thiên
2907,Mặt tiền,0.92,760.0,m²,3.0,3.0,,38.0,"Phường Lộc Phát, TP. Bảo Lộc, Lâm Đồng",Lâm Đồng,TP. Bảo Lộc,Giấy tờ hợp lệ,,20.0,,0.92,"760 m²(20,0x38,0)",3 phòng,3 WC,Thiên
2908,Nhà hẻm ngõ,7.0,65.4,m²,5.0,5.0,4.0,15.2,"Phường 4, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,Tây Bắc,4.3,,7.0,"65,4 m²(4,3x15,2)",5 phòng,5 WC,Thiên
2909,Nhà hẻm ngõ,0.9,325.0,m²,3.0,,,,"Phường 3, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,Đông Nam,,,0.9,325 m²,3 phòng,,Thiên
2910,Mặt tiền,0.73,260.0,m²,2.0,,,26.0,"Phường Lộc Phát, TP. Bảo Lộc, Lâm Đồng",Lâm Đồng,TP. Bảo Lộc,Giấy tờ hợp lệ,,10.0,,0.73,"260 m²(10,0x26,0)",2 phòng,,Thiên
2911,Mặt tiền,0.76,120.0,m²,2.0,,,30.0,"Phường BLao, TP. Bảo Lộc, Lâm Đồng",Lâm Đồng,TP. Bảo Lộc,Giấy tờ hợp lệ,,4.0,,0.76,"120 m² (4,0x30,0)",2 phòng,,Thiên
2912,Mặt tiền,8.0,95.0,m²,3.0,3.0,,15.0,"Phường 5, TP. Đà Lạt, Lâm Đồng",Lâm Đồng,TP. Đà Lạt,Giấy tờ hợp lệ,,5.5,,8.0,"95 m²(5,5x15,0)",3 phòng,3 WC,Thiên
2913,Nhà mặt tiền,2.77,1.05,m²,2.0,1.0,1.0,100.0,"Đường Tháp Nước, Xã Láng Dài, Huyện Đất Đỏ, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,Huyện Đất Đỏ,Sổ hồng,,10.0,,2.77,"1,050 m²(10.0x100.0)",2 phòng,1 WC,Thiên
2914,Nhà hẻm ngõ,3.5,201.0,m²,3.0,2.0,2.0,32.0,"Thị trấn Long Hải, Huyện Long Điền, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,Huyện Long Điền,Giấy tờ hợp lệ,Tây Nam,6.0,,3.5,"201 m²(6,0x32,0)",3 phòng,2 WC,Thiên
2915,Nhà hẻm ngõ,6.2,76.0,m²,2.0,1.0,1.0,,"Phường 8, TP. Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,TP. Vũng Tàu,Giấy tờ hợp lệ,Đông Bắc,,,6.2,76 m²,2 phòng,1 WC,Thiên
2916,Nhà hẻm ngõ,6.2,76.0,m²,2.0,1.0,1.0,15.0,"Phường 8, TP. Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,TP. Vũng Tàu,Giấy tờ hợp lệ,Đông Bắc,4.8,,6.2,"76 m²(4,8x15,0)",2 phòng,1 WC,Thiên
2917,Nhà mặt tiền,1.0,23.0,m²,2.0,2.0,2.0,4.5,"Đường Quốc Lộ 51, Xã Tân Hải, Thị Xã Phú Mỹ, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,Thị Xã Phú Mỹ,Sổ đỏ,Tây,5.0,,1.0,"23 m²(5,0x4,5)",2 phòng,2 WC,Thiên
2918,Nhà hẻm ngõ,8.7,140.0,m²,4.0,,4.0,,"Phường 4, TP. Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,TP. Vũng Tàu,Giấy tờ hợp lệ,Bắc,,,8.7,140 m²,4 phòng,,Thiên
2919,Nhà hẻm ngõ,4.95,43.0,m²,4.0,4.0,,,"Phường 8, TP. Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,TP. Vũng Tàu,Giấy tờ hợp lệ,Đông Bắc,,,4.95,43 m²,4 phòng,4 WC,Thiên
2920,Nhà hẻm ngõ,3.35,46.0,m²,2.0,2.0,,16.0,"Đường Lê Lợi, Phường Thắng Nhì, TP. Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,TP. Vũng Tàu,Sổ hồng,,3.2,,3.35,"46 m²(3,2x16,0)",2 phòng,2 WC,Thiên
2921,Biệt thự,18.7,170.0,m²,4.0,5.0,3.0,17.0,"Phường 9, TP. Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,TP. Vũng Tàu,Giấy tờ hợp lệ,Đông Nam,10.0,,18.7,"170 m²(10,0x17,0)",4 phòng,5 WC,Thiên
2922,Biệt thự,14.8,131.0,m²,4.0,5.0,3.0,,"Phường Nguyễn An Ninh, TP. Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,TP. Vũng Tàu,Giấy tờ hợp lệ,Đông Nam,,,14.8,131 m²,4 phòng,5 WC,Thiên
2923,Nhà hẻm ngõ,5.55,50.0,m²,3.0,4.0,3.0,10.5,"Phường 8, TP. Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,TP. Vũng Tàu,Giấy tờ hợp lệ,Đông Bắc,4.7,,5.55,"50 m²(4,7x10,5)",3 phòng,4 WC,Thiên
2924,Nhà mặt tiền,2.2,160.0,m²,2.0,1.0,1.0,29.0,"Thị trấn Long Hải, Huyện Long Điền, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,Huyện Long Điền,Giấy tờ hợp lệ,,5.5,,2.2,"160 m²(5,5x29,0)",2 phòng,1 WC,Thiên
2925,Biệt thự,4.7,195.0,m²,3.0,2.0,,,"Đường số 20, Xã Tam Phước, Huyện Long Điền, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,Huyện Long Điền,Sổ đỏ,Tây,,Tây,4.7,195 m²,3 phòng,2 WC,Thiên
2926,Nhà hẻm ngõ,9.2,155.0,m²,5.0,5.0,,27.0,"Phường 7, TP. Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,TP. Vũng Tàu,Giấy tờ hợp lệ,Đông Bắc,5.7,,9.2,"155 m²(5,7x27,0)",5 phòng,5 WC,Thiên
2927,Nhà mặt tiền,15.0,101.0,m²,4.0,4.0,2.0,12.7,"Phường 4, TP. Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,TP. Vũng Tàu,Giấy tờ hợp lệ,Tây Nam,8.0,,15.0,"101 m²(8,0x12,7)",4 phòng,4 WC,Thiên
2928,Biệt thự,16.0,236.0,m²,5.0,,,27.0,"Đường Nguyễn Kim, Phường 4, TP. Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,TP. Vũng Tàu,Sổ hồng,Đông Nam,8.0,,16.0,"236 m²(8,0x27,0)",5 phòng,,Thiên
